paper_id,transE_score,year
NOVEL_SUM_28,13.768320083618164,2021.0
NOVEL_SUM_30,13.92808723449707,2021.0
NOVEL_SUM_31,13.522336959838867,2021.0
NOVEL_SUM_32,13.855661392211914,2021.0
NOVEL_SUM_33,13.90482234954834,2021.0
NOVEL_SUM_36,13.765804290771484,2021.0
NOVEL_SUM_37,13.317740440368652,2021.0
NOVEL_SUM_38,12.825366020202637,2021.0
NOVEL_SUM_39,12.801609992980957,2021.0
NOVEL_SUM_41,12.765286445617676,2021.0
NOVEL_SUM_42,12.831347465515137,2021.0
NOVEL_SUM_44,14.051758766174316,2021.0
NOVEL_SUM_45,12.730311393737793,2021.0
NOVEL_SUM_46,13.99443244934082,2021.0
NOVEL_SUM_47,12.724472045898438,2021.0
NOVEL_SUM_49,12.69462776184082,2021.0
NOVEL_SUM_52,13.637598037719727,2021.0
NOVEL_SUM_53,12.692046165466309,2021.0
NOVEL_SUM_54,13.927033424377441,2021.0
NOVEL_SUM_56,12.530679702758789,2021.0
NOVEL_SUM_58,12.650413513183594,2021.0
NOVEL_SUM_59,13.585494041442871,2021.0
NOVEL_SUM_60,12.73608684539795,2021.0
NOVEL_SUM_61,14.020721435546875,2021.0
NOVEL_SUM_64,13.610593795776367,2021.0
NOVEL_SUM_66,13.977029800415039,2021.0
NOVEL_SUM_67,12.738966941833496,2021.0
NOVEL_SUM_68,13.748173713684082,2021.0
NOVEL_SUM_69,13.982949256896973,2021.0
NOVEL_SUM_70,12.732068061828613,2021.0
NOVEL_SUM_71,13.730527877807617,2021.0
NOVEL_SUM_72,12.667305946350098,2021.0
NOVEL_SUM_73,14.03597354888916,2021.0
NOVEL_SUM_75,13.755599021911621,2021.0
NOVEL_SUM_76,13.847949981689453,2021.0
NOVEL_SUM_77,13.748492240905762,2021.0
NOVEL_DIA_W4319662928,13.909722328186035,2023.0
NOVEL_DIA_W4319460874,13.682231903076172,2023.0
NOVEL_DIA_W4321499901,13.171945571899414,2023.0
NOVEL_DIA_W4321351832,13.511297225952148,2023.0
NOVEL_DIA_W4368367885,13.524369239807129,2023.0
NOVEL_DIA_W4360980141,13.486367225646973,2023.0
NOVEL_DIA_W4320495408,13.424347877502441,2023.0
NOVEL_DIA_W4323655724,13.2243070602417,2023.0
NOVEL_DIA_W4323050332,13.859597206115723,2023.0
NOVEL_DIA_W4387500346,13.222500801086426,2023.0
NOVEL_DIA_W4322761615,13.559233665466309,2023.0
NOVEL_DIA_W4362581834,13.661986351013184,2023.0
NOVEL_DIA_W4323848232,13.754570007324219,2023.0
NOVEL_DIA_W4399790131,13.518254280090332,2024.0
NOVEL_DIA_W4284991798,13.644265174865723,2022.0
NOVEL_DIA_W4388095513,13.32041072845459,2023.0
NOVEL_DIA_W4319350602,13.910927772521973,2023.0
