paper_id,n_triples,mean_dist,min_dist,max_dist,std_dist,pct_unseen_entity,pct_unseen_pred,transe_unexpectedness
NOVEL_MT_306,89,2.0984256,1.422641,2.6847117,0.47189328,0.0,0.0,0.5839208
NOVEL_MT_31,269,2.0883286,1.4032102,2.7952669,0.477814,0.0,0.0,0.5737569
NOVEL_MT_35,48,2.0840242,1.5425665,2.7180188,0.4201349,0.0,0.0,0.569424
NOVEL_MT_37,158,2.1066122,1.4950058,2.9121504,0.4926569,0.0,0.0,0.59216154
NOVEL_MT_39,142,1.9987363,1.323907,2.8088746,0.46392736,0.0,0.0,0.4835714
NOVEL_MT_4,30,2.2499545,1.5105871,2.6963663,0.43075076,0.0,0.0,0.7364528
NOVEL_MT_40,80,2.0773952,1.489096,2.856089,0.49129048,0.0,0.0,0.5627511
NOVEL_MT_42,128,2.1053443,1.4002311,2.679432,0.45923385,0.0,0.0,0.5908852
NOVEL_MT_45,40,2.0900116,1.4711598,2.6838737,0.4625733,0.0,0.0,0.575451
NOVEL_MT_47,97,2.1412537,1.47817,2.798578,0.48736003,0.0,0.0,0.6270324
NOVEL_MT_49,134,2.0330384,1.4113613,2.7301016,0.4785585,0.0,0.0,0.5181006
NOVEL_MT_5,136,1.9192355,1.4586874,2.7527523,0.4752161,0.0,0.0,0.4035443
NOVEL_MT_52,126,2.0568097,1.4413532,2.720709,0.46013027,0.0,0.0,0.5420293
NOVEL_MT_53,149,2.0807552,1.4866581,2.740416,0.47760156,0.0,0.0,0.5661334
NOVEL_MT_54,184,2.0759609,1.4758642,2.8530385,0.4958666,0.0,0.0,0.5613073
NOVEL_MT_60,75,2.0030608,1.4425052,2.6787665,0.47077686,0.0,0.0,0.4879246
NOVEL_MT_61,61,2.0447824,1.4459485,2.7466059,0.49993727,0.0,0.0,0.5299224
NOVEL_MT_62,119,2.1823897,1.4788334,2.791964,0.44204068,0.0,0.0,0.66844076
NOVEL_MT_63,170,1.8851007,1.4438577,2.7268455,0.4489321,0.0,0.0,0.36918357
NOVEL_MT_64,128,2.0718205,1.4534197,2.7428398,0.48647055,0.0,0.0,0.5571395
NOVEL_MT_66,177,2.0976276,1.4781079,2.82395,0.46051216,0.0,0.0,0.5831175
NOVEL_MT_67,62,2.0829172,1.5126431,2.7717848,0.48169842,0.0,0.0,0.56830966
NOVEL_MT_71,127,1.9530038,1.4249257,2.709033,0.45158708,0.0,0.0,0.43753615
NOVEL_MT_74,262,2.0693762,1.3889803,2.692543,0.46691367,0.0,0.0,0.55467904
NOVEL_MT_77,60,2.030006,1.4293765,2.6324399,0.48578674,0.0,0.0,0.5150481
NOVEL_MT_78,88,2.0824368,1.4557737,2.7281454,0.48208517,0.0,0.0,0.5678261
NOVEL_MT_81,66,2.0912912,1.4517531,2.7255487,0.48482674,0.0,0.0,0.57673913
NOVEL_MT_82,225,2.1538844,1.4520373,2.8350008,0.46258155,0.0,0.0,0.6397467
NOVEL_MT_83,84,1.9346464,1.5149422,2.802896,0.44254407,0.0,0.0,0.41905722
NOVEL_MT_86,223,2.0956419,1.4786216,2.8638227,0.4798078,0.0,0.0,0.5811186
NOVEL_MT_88,208,1.9575146,1.4548919,2.7410038,0.4334854,0.0,0.0,0.4420769
NOVEL_MT_89,120,2.0077586,1.4223799,2.8859534,0.47367406,0.0,0.0,0.49265352
NOVEL_MT_9,53,1.8923337,1.4804885,2.595977,0.41545513,0.0,0.0,0.3764645
NOVEL_MT_91,225,2.088101,1.2751368,2.7709568,0.48026484,0.0,0.0,0.5735277
NOVEL_MT_92,76,2.0800154,1.4829565,2.770766,0.4607629,0.0,0.0,0.5653887
NOVEL_MT_93,308,2.0529795,1.4577093,2.8192172,0.48385,0.0,0.0,0.53817374
NOVEL_MT_95,181,1.9826827,1.4384465,2.7810967,0.46321484,0.0,0.0,0.46741158
NOVEL_MT_96,121,1.9962922,1.3945636,2.693035,0.43633083,0.0,0.0,0.48111123
NOVEL_MT_99,50,2.111943,1.4657037,2.8094616,0.5060091,0.0,0.0,0.5975276
NOVEL_MT_W3039695075,206,1.5884094,1.3148612,2.39757,0.16481028,0.0,0.0,0.070528045
NOVEL_MT_W3163465952,195,1.6730958,1.1713874,2.2650952,0.22995684,0.0,0.0,0.1557751
NOVEL_MT_W4220897376,95,1.9687858,1.3355997,2.7224605,0.35989037,0.0,0.0,0.45342264
NOVEL_MT_W4220991830,472,1.9209884,1.2804456,2.7880983,0.31509057,0.0,0.0,0.40530887
NOVEL_MT_W4280531467,246,2.02076,1.4056641,2.6621585,0.24103926,0.0,0.0,0.505741
NOVEL_MT_W4281560571,179,1.9711816,1.2883284,2.617882,0.27501628,0.0,0.0,0.45583436
NOVEL_MT_W4282015487,190,2.029647,1.3795007,2.6944673,0.24802549,0.0,0.0,0.51468694
NOVEL_MT_W4283799942,425,1.9656991,1.3383946,2.649452,0.29300806,0.0,0.0,0.4503155
NOVEL_MT_W4292731246,150,1.8896922,1.328715,2.5920217,0.31833762,0.0,0.0,0.37380543
NOVEL_MT_W4294992918,255,1.9802862,1.3072224,2.676268,0.29096216,0.0,0.0,0.46499926
NOVEL_MT_W4310569000,166,1.9825735,1.3608359,2.7125697,0.30202308,0.0,0.0,0.46730167
NOVEL_MT_W4315642941,192,2.0580077,1.2929661,2.7068815,0.33151662,0.0,0.0,0.5432353
NOVEL_MT_W4315865958,192,1.9564675,1.2964641,2.6683853,0.31870526,0.0,0.0,0.44102284
NOVEL_MT_W4323666400,155,1.9063364,1.3006817,2.577781,0.34217092,0.0,0.0,0.39055985
NOVEL_MT_W4327811717,232,1.9592373,1.3328886,2.6751888,0.28986093,0.0,0.0,0.443811
NOVEL_MT_W4384296800,263,1.9637855,1.2889992,2.8077707,0.3042211,0.0,0.0,0.4483893
NOVEL_MT_W4385614625,373,2.0127673,1.3693117,2.8323438,0.2841163,0.0,0.0,0.49769536
NOVEL_MT_W4387230320,298,1.9979553,1.2613502,2.6733458,0.2886476,0.0,0.0,0.4827853
NOVEL_MT_W4388590203,293,2.009651,1.3009152,2.8713644,0.30373594,0.0,0.0,0.49455836
NOVEL_MT_W4392343318,460,1.9820243,1.2905421,2.7886765,0.27471533,0.0,0.0,0.46674883
NOVEL_MT_W4392757206,451,2.0195408,1.3259377,2.7981756,0.2881801,0.0,0.0,0.5045137
NOVEL_MT_W4392851477,212,1.9208345,1.3472197,2.5840023,0.31920236,0.0,0.0,0.40515396
NOVEL_MT_W4395445997,638,2.0126736,1.407256,3.2305732,0.2420198,0.0,0.0,0.49760106
NOVEL_MT_W4396936983,313,1.981452,1.2954644,3.1338036,0.30231562,0.0,0.0,0.46617272
NOVEL_MT_W4401349719,410,2.0191705,1.2193085,2.8791971,0.26776293,0.0,0.0,0.504141
NOVEL_QA_0,79,2.0267744,1.4449936,2.6436758,0.45758852,0.0,0.0,0.5117952
NOVEL_QA_1,86,2.1041932,1.4220883,2.653894,0.46919262,0.0,0.0,0.58972657
NOVEL_QA_10,120,2.1207273,1.456284,2.7333572,0.46921492,0.0,0.0,0.6063701
NOVEL_QA_12,146,2.0073216,1.3717786,2.7995605,0.47554153,0.0,0.0,0.4922136
NOVEL_QA_13,30,2.1828668,1.4536995,2.7097156,0.49064833,0.0,0.0,0.668921
NOVEL_QA_14,138,2.0679035,1.3256505,2.6866086,0.4665973,0.0,0.0,0.5531966
NOVEL_QA_15,200,2.1018593,1.4808944,2.8336735,0.47050527,0.0,0.0,0.5873772
NOVEL_QA_16,175,2.0543802,1.4612099,2.760802,0.46298134,0.0,0.0,0.53958374
NOVEL_QA_17,195,2.186541,1.3488412,2.811411,0.43796527,0.0,0.0,0.6726196
NOVEL_QA_18,38,2.1999047,1.4576586,2.7339747,0.46452183,0.0,0.0,0.6860717
NOVEL_QA_2,138,2.1071558,1.4659356,2.7694068,0.47066855,0.0,0.0,0.59270877
NOVEL_QA_21,127,2.067611,1.46302,2.7180912,0.48741135,0.0,0.0,0.5529021
NOVEL_QA_22,120,2.171064,1.4926679,2.7024543,0.43192083,0.0,0.0,0.65703994
NOVEL_QA_23,120,1.9825937,1.4193152,2.7297823,0.49562874,0.0,0.0,0.46732193
NOVEL_QA_24,93,2.0769851,1.443226,2.8468587,0.49208742,0.0,0.0,0.56233835
NOVEL_QA_25,149,2.198331,1.4342779,2.8643928,0.48536068,0.0,0.0,0.6844877
NOVEL_QA_26,35,2.0718575,1.4553707,2.6720269,0.44790894,0.0,0.0,0.5571767
NOVEL_QA_27,136,2.2277281,1.3571777,2.831414,0.4822765,0.0,0.0,0.7140793
NOVEL_QA_3,66,1.946338,1.1835499,2.8889923,0.48492435,0.0,0.0,0.4308263
NOVEL_QA_30,225,2.2238443,1.4193372,2.8624039,0.4692435,0.0,0.0,0.7101698
NOVEL_QA_32,168,2.1105294,1.3252107,2.8254008,0.45552385,0.0,0.0,0.5961047
NOVEL_QA_33,52,2.099901,1.4678755,2.7145705,0.47614545,0.0,0.0,0.5854059
NOVEL_QA_34,131,2.1443615,1.4480621,2.9192524,0.50362694,0.0,0.0,0.63016075
NOVEL_QA_35,199,2.0762193,1.4018755,2.8455884,0.48455596,0.0,0.0,0.5615674
NOVEL_QA_36,47,2.2903445,1.4922906,2.7436352,0.4142131,0.0,0.0,0.7771102
NOVEL_QA_37,229,2.1778219,1.4863089,2.9903636,0.4710401,0.0,0.0,0.6638427
NOVEL_QA_38,84,2.1382878,1.4749951,2.6956646,0.47663522,0.0,0.0,0.62404686
NOVEL_QA_39,69,2.065048,1.4289743,2.6457703,0.4426102,0.0,0.0,0.5503222
NOVEL_QA_4,130,2.1888933,1.4989821,2.8599236,0.4491505,0.0,0.0,0.6749874
NOVEL_QA_40,208,2.1360495,1.4523017,2.7026525,0.4700582,0.0,0.0,0.62179375
NOVEL_QA_43,63,2.2080913,1.5158812,2.7095404,0.45723537,0.0,0.0,0.69431245
NOVEL_QA_44,119,2.191972,1.4845012,2.742386,0.44592226,0.0,0.0,0.67808646
NOVEL_QA_45,160,2.035523,1.4524453,2.6872492,0.4431791,0.0,0.0,0.52060163
NOVEL_QA_46,147,2.1989534,1.4265795,2.7867444,0.45398122,0.0,0.0,0.6851141
NOVEL_QA_47,106,2.0498571,1.4728106,2.723351,0.4602126,0.0,0.0,0.5350307
NOVEL_QA_48,155,2.10946,1.4102728,2.8558388,0.48311183,0.0,0.0,0.59502834
NOVEL_QA_5,12,2.0578358,1.3940558,2.733865,0.48042274,0.0,0.0,0.54306227
NOVEL_QA_50,106,2.0425878,1.3718354,2.855266,0.4554879,0.0,0.0,0.52771324
NOVEL_QA_52,84,2.152949,1.4553679,2.7265825,0.4758466,0.0,0.0,0.6388052
NOVEL_QA_53,150,2.181477,1.4781837,2.8321395,0.46061906,0.0,0.0,0.6675221
NOVEL_QA_54,105,2.1305268,1.4597584,2.8347614,0.5025069,0.0,0.0,0.6162345
NOVEL_QA_55,77,1.9988741,1.5127844,2.7564845,0.4410712,0.0,0.0,0.48371014
NOVEL_QA_57,114,2.0968602,1.4437689,2.8188407,0.47310865,0.0,0.0,0.58234495
NOVEL_QA_58,126,2.0625412,1.4149723,2.8260295,0.4984664,0.0,0.0,0.5477988
NOVEL_QA_59,161,2.1004066,1.4272685,2.7770278,0.47927096,0.0,0.0,0.5859149
NOVEL_QA_60,114,2.1759303,1.4631782,2.7530737,0.484424,0.0,0.0,0.66193855
NOVEL_QA_61,125,2.1804295,1.4842714,2.7882068,0.45559964,0.0,0.0,0.6664675
NOVEL_QA_62,83,2.0611625,1.397003,2.8136976,0.491259,0.0,0.0,0.5464109
NOVEL_QA_63,154,2.0179133,1.4613223,2.7053392,0.4878693,0.0,0.0,0.50287545
NOVEL_QA_64,128,2.063931,1.3014145,2.7551136,0.47938016,0.0,0.0,0.5491978
NOVEL_QA_65,137,1.9979494,1.4252964,2.831199,0.4767325,0.0,0.0,0.48277932
NOVEL_QA_66,228,2.0222902,1.4706976,2.6980348,0.46061814,0.0,0.0,0.5072813
NOVEL_QA_67,72,2.1002626,1.4394883,2.6708753,0.47666138,0.0,0.0,0.58576995
NOVEL_QA_69,96,2.1746304,1.4010044,2.8507953,0.47473112,0.0,0.0,0.66063005
NOVEL_QA_7,21,1.9667286,1.5276214,2.630807,0.43597466,0.0,0.0,0.45135182
NOVEL_QA_70,129,2.0551112,1.451862,2.716691,0.4835853,0.0,0.0,0.54031956
NOVEL_QA_72,146,2.12085,1.4913926,2.7644174,0.47472814,0.0,0.0,0.6064937
NOVEL_QA_74,198,2.1197329,1.4618648,2.7896006,0.45388687,0.0,0.0,0.6053691
NOVEL_QA_75,108,2.1119525,1.4798257,2.7539117,0.487617,0.0,0.0,0.5975372
NOVEL_QA_76,152,1.9323689,1.3499246,2.724038,0.44578046,0.0,0.0,0.41676465
NOVEL_QA_77,103,2.156397,1.4762597,2.6972733,0.43335474,0.0,0.0,0.64227605
NOVEL_QA_79,275,2.179564,1.412911,2.7725673,0.467549,0.0,0.0,0.6655963
NOVEL_QA_8,208,2.0671115,1.4328855,2.7782419,0.47489154,0.0,0.0,0.55239934
NOVEL_QA_80,46,2.1393087,1.5402323,2.6845639,0.47576934,0.0,0.0,0.6250745
NOVEL_QA_81,224,2.0713136,1.4466182,2.7954166,0.47772393,0.0,0.0,0.5566293
NOVEL_QA_83,96,2.0128865,1.4573853,2.6596324,0.45858243,0.0,0.0,0.49781537
NOVEL_QA_84,130,2.051898,1.3326908,2.7101495,0.4854424,0.0,0.0,0.5370851
NOVEL_QA_86,171,2.0490963,1.4138578,2.639288,0.4759288,0.0,0.0,0.5342649
NOVEL_QA_W4319460874,169,1.5514238,1.2940568,2.2317004,0.14658931,0.0,0.0,0.033297546
NOVEL_QA_W4364377616,164,1.876557,1.17125,2.5718067,0.36125138,0.0,0.0,0.36058328
NOVEL_QA_W4384071683,460,1.5443131,1.3160052,2.5036683,0.14963868,0.0,0.0,0.026139755
NOVEL_QA_W4388424540,408,1.8763931,1.2703068,2.5783274,0.30177975,0.0,0.0,0.3604183
NOVEL_QA_W4406152279,275,1.7052267,1.2430423,2.353001,0.22332492,0.0,0.0,0.18811867
NOVEL_SA_0,109,2.051652,1.2945317,2.7142956,0.46850592,0.0,0.0,0.53683746
NOVEL_SA_1,142,1.9922389,1.3672312,2.8244724,0.48700953,0.0,0.0,0.47703102
NOVEL_SA_10,83,2.0213442,1.3934585,2.8074923,0.49691555,0.0,0.0,0.506329
NOVEL_SA_11,159,2.2505074,1.325123,2.9033406,0.4626603,0.0,0.0,0.73700935
NOVEL_SA_12,160,2.017311,1.4838959,2.7120671,0.48076433,0.0,0.0,0.5022692
NOVEL_SA_13,281,2.1135669,1.4102852,2.849586,0.4720121,0.0,0.0,0.5991623
NOVEL_SA_14,119,2.188247,1.4672455,2.7149835,0.46854195,0.0,0.0,0.6743368
NOVEL_SA_15,30,2.1745768,1.4751496,2.6855757,0.47240245,0.0,0.0,0.66057605
NOVEL_SA_16,200,2.1196692,1.4883324,2.8828433,0.4754551,0.0,0.0,0.605305
NOVEL_SA_17,124,2.089371,1.4968231,2.7617927,0.445281,0.0,0.0,0.57480615
NOVEL_SA_18,175,2.0577123,1.4746239,2.744091,0.45749456,0.0,0.0,0.54293793
NOVEL_SA_19,99,2.2093313,1.4609799,2.7640848,0.4749902,0.0,0.0,0.6955607
NOVEL_SA_2,150,2.0428042,1.4722391,2.7692246,0.46671763,0.0,0.0,0.52793115
NOVEL_SA_20,40,2.0709414,1.4373039,2.6256492,0.5034471,0.0,0.0,0.5562546
NOVEL_SA_21,130,2.1209004,1.4613779,2.8223715,0.43797913,0.0,0.0,0.6065443
NOVEL_SA_22,74,2.1136546,1.4745771,2.6609838,0.4401311,0.0,0.0,0.5992506
NOVEL_SA_24,120,1.9788241,1.4339875,2.7506664,0.48783326,0.0,0.0,0.46352747
NOVEL_SA_25,129,2.1687682,1.5198586,2.8261604,0.46922654,0.0,0.0,0.654729
NOVEL_SA_26,129,2.0564399,1.465554,2.7757847,0.47993192,0.0,0.0,0.5416571
NOVEL_SA_27,168,2.0843446,1.2787977,2.7873368,0.46203297,0.0,0.0,0.56974655
NOVEL_SA_28,47,2.268565,1.4855285,2.7817726,0.41869998,0.0,0.0,0.7551865
NOVEL_SA_29,150,2.168649,1.4779382,2.7471027,0.44524643,0.0,0.0,0.654609
NOVEL_SA_3,124,2.2554097,1.4845824,2.769845,0.44465557,0.0,0.0,0.7419442
NOVEL_SA_30,39,2.3978996,1.4959491,2.7410047,0.34385854,0.0,0.0,0.8853774
NOVEL_SA_31,229,2.1657653,1.4533359,2.9359224,0.47580615,0.0,0.0,0.6517063
NOVEL_SA_33,185,2.0749564,1.4512565,2.8140714,0.46150562,0.0,0.0,0.5602962
NOVEL_SA_34,169,2.1509907,1.3227663,2.6806862,0.4743877,0.0,0.0,0.6368339
NOVEL_SA_37,155,2.0942485,1.4233515,2.8502946,0.47758973,0.0,0.0,0.579716
NOVEL_SA_38,66,2.0637765,1.4548068,2.7077117,0.47770372,0.0,0.0,0.5490422
NOVEL_SA_39,77,1.9583427,1.4575152,2.7719948,0.45681545,0.0,0.0,0.4429104
NOVEL_SA_4,163,1.923035,1.2948755,2.6765122,0.46851563,0.0,0.0,0.40736902
NOVEL_SA_40,114,2.0979185,1.4375013,2.7943766,0.4658169,0.0,0.0,0.5834103
NOVEL_SA_41,168,2.150783,1.472286,2.7756195,0.43871677,0.0,0.0,0.6366248
NOVEL_SA_42,114,2.194455,1.4943372,2.778432,0.4843805,0.0,0.0,0.6805858
NOVEL_SA_43,40,2.2697096,1.3855922,2.8358471,0.4499627,0.0,0.0,0.7563387
NOVEL_SA_44,83,2.1075046,1.4482538,2.8423133,0.48022988,0.0,0.0,0.59305984
NOVEL_SA_45,94,2.092549,1.5147246,2.8301737,0.47938803,0.0,0.0,0.5780053
NOVEL_SA_46,220,2.2085798,1.4493117,2.8278372,0.4480563,0.0,0.0,0.6948042
NOVEL_SA_48,267,2.0366962,1.4731448,2.8571405,0.4578348,0.0,0.0,0.5217827
NOVEL_SA_49,192,2.1448734,1.4497769,2.8562207,0.46367595,0.0,0.0,0.63067603
NOVEL_SA_50,62,1.9763438,1.4688826,2.6484292,0.43057105,0.0,0.0,0.46103066
NOVEL_SA_51,148,2.2165518,1.4621112,2.6808052,0.4649029,0.0,0.0,0.702829
NOVEL_SA_52,241,2.087192,1.4281534,2.7420702,0.44927832,0.0,0.0,0.5726128
NOVEL_SA_53,96,1.9915767,1.3311467,2.8058016,0.48479,0.0,0.0,0.47636443
NOVEL_SA_55,161,2.0472705,1.4778861,2.7998974,0.46858117,0.0,0.0,0.532427
NOVEL_SA_56,146,2.0496378,1.409644,2.7082253,0.47845432,0.0,0.0,0.53480995
NOVEL_SA_57,253,2.1099222,1.4376678,2.6986146,0.4622868,0.0,0.0,0.59549344
NOVEL_SA_58,144,2.0492315,1.4384328,2.9820225,0.46965498,0.0,0.0,0.534401
NOVEL_SA_59,158,2.0223534,1.4969169,2.7974935,0.4835672,0.0,0.0,0.5073449
NOVEL_SA_60,234,1.9727893,1.4365842,2.7774773,0.47599718,0.0,0.0,0.45745265
NOVEL_SA_61,63,2.2353141,1.541122,2.7286425,0.48194754,0.0,0.0,0.72171557
NOVEL_SA_62,76,2.238286,1.4203631,2.7911365,0.4819794,0.0,0.0,0.7247071
NOVEL_SA_63,4,2.2634535,1.4772577,2.6567569,0.5398258,0.0,0.0,0.7500412
NOVEL_SA_64,224,2.0551648,1.433018,2.7743835,0.47202966,0.0,0.0,0.54037356
NOVEL_SA_65,157,2.1323042,1.3693094,2.7247007,0.45404345,0.0,0.0,0.61802363
NOVEL_SA_66,131,2.183055,1.4441332,2.8517559,0.4793546,0.0,0.0,0.66911036
NOVEL_SA_67,98,2.0668905,1.5067614,2.8157148,0.47364202,0.0,0.0,0.55217683
NOVEL_SA_69,98,2.2055209,1.4926568,2.9333923,0.45227733,0.0,0.0,0.691725
NOVEL_SA_7,24,2.1524456,1.4581311,2.6994026,0.44011003,0.0,0.0,0.63829833
NOVEL_SA_8,229,2.1213691,1.420269,2.8127801,0.48001274,0.0,0.0,0.60701615
NOVEL_SA_9,82,2.0315206,1.4670525,2.6966753,0.48061454,0.0,0.0,0.51657283
NOVEL_SA_W4206670862,346,1.9322877,1.3375529,2.7247772,0.31604752,0.0,0.0,0.41668293
NOVEL_SA_W4213436352,559,1.5926208,1.2995973,2.491649,0.1451569,0.0,0.0,0.07476735
NOVEL_SA_W4220866631,517,1.96085,1.2524006,2.8026075,0.32567206,0.0,0.0,0.44543433
NOVEL_SA_W4229024336,509,1.923991,1.1809739,2.9986873,0.30134678,0.0,0.0,0.40833127
NOVEL_SA_W4353016766,208,1.641953,1.2076356,2.2775886,0.19283198,0.0,0.0,0.12442609
NOVEL_SA_W4361282369,172,1.838284,1.2550716,2.5311067,0.32757005,0.0,0.0,0.32205692
NOVEL_SA_W4376138804,14,1.8888716,1.431653,2.3057947,0.3124512,0.0,0.0,0.37297937
NOVEL_SA_W4378470708,197,1.6257261,1.2228928,2.4830143,0.21017772,0.0,0.0,0.10809178
NOVEL_SA_W4390791326,2592,1.9747106,1.2258968,2.7182176,0.298983,0.0,0.0,0.45938668
NOVEL_SUM_10,232,2.1208982,1.1986203,2.8656223,0.48570275,0.0,0.0,0.60654217
NOVEL_SUM_11,69,2.0050929,1.2797832,2.698571,0.48418963,0.0,0.0,0.48997012
NOVEL_SUM_12,70,2.1534214,1.5389348,2.766722,0.46383813,0.0,0.0,0.6392807
NOVEL_SUM_13,82,2.0301409,1.4647837,2.7809546,0.48185226,0.0,0.0,0.5151839
NOVEL_SUM_14,81,2.1147547,1.4846172,2.708367,0.47454637,0.0,0.0,0.60035795
NOVEL_SUM_15,40,2.1302207,1.5012616,2.7362819,0.49862093,0.0,0.0,0.6159263
NOVEL_SUM_16,110,2.041981,1.430049,2.7040353,0.4892166,0.0,0.0,0.5271025
NOVEL_SUM_17,123,2.0894258,1.4463992,2.7573621,0.4964689,0.0,0.0,0.57486135
NOVEL_SUM_19,47,2.2767398,1.490181,2.6776738,0.4154755,0.0,0.0,0.7634155
NOVEL_SUM_20,115,2.2440927,1.4389931,2.817766,0.47243083,0.0,0.0,0.73055226
NOVEL_SUM_21,176,2.062729,1.4759893,2.9238799,0.48146224,0.0,0.0,0.5479877
NOVEL_SUM_22,40,2.1934524,1.4839023,2.855149,0.49053642,0.0,0.0,0.67957664
NOVEL_SUM_23,90,2.086635,1.4676421,2.6524515,0.44981438,0.0,0.0,0.5720522
NOVEL_SUM_24,141,2.1007216,1.461789,2.6751297,0.46603885,0.0,0.0,0.58623195
NOVEL_SUM_26,103,2.0994132,1.3696717,2.7066278,0.4813228,0.0,0.0,0.58491486
NOVEL_SUM_28,52,2.1243374,1.4636453,2.76022,0.50037867,0.0,0.0,0.6100041
NOVEL_SUM_3,167,2.0027149,1.4637012,2.7717314,0.4603026,0.0,0.0,0.48757637
NOVEL_SUM_30,130,2.0610206,1.4865218,2.7501147,0.47658068,0.0,0.0,0.5462681
NOVEL_SUM_31,130,2.0720208,1.3792794,2.7010581,0.48141912,0.0,0.0,0.5573411
NOVEL_SUM_32,156,2.0332644,1.387134,2.9023905,0.4655334,0.0,0.0,0.51832813
NOVEL_SUM_33,140,2.0664885,1.4764756,2.8269308,0.48331153,0.0,0.0,0.55177224
NOVEL_SUM_36,86,2.0720818,1.4763973,2.7780426,0.4582607,0.0,0.0,0.55740255
NOVEL_SUM_37,25,2.2858796,1.4536043,2.624979,0.45147496,0.0,0.0,0.7726158
NOVEL_SUM_38,228,1.9934661,1.3957701,2.6881897,0.46366706,0.0,0.0,0.47826642
NOVEL_SUM_39,185,2.0720541,1.4763478,2.836444,0.4816601,0.0,0.0,0.5573747
NOVEL_SUM_41,143,2.1314921,1.4524715,2.713686,0.47838548,0.0,0.0,0.6172062
NOVEL_SUM_42,105,2.1638782,1.3137232,2.6830475,0.462003,0.0,0.0,0.6498067
NOVEL_SUM_44,25,2.1717904,1.4822104,2.6540546,0.4929058,0.0,0.0,0.6577712
NOVEL_SUM_45,188,2.2412865,1.484058,2.7693236,0.45877182,0.0,0.0,0.7277275
NOVEL_SUM_46,141,2.110798,1.4303125,2.6537244,0.4432146,0.0,0.0,0.5963749
NOVEL_SUM_47,51,1.9728521,1.434845,2.6524205,0.46844572,0.0,0.0,0.4575159
NOVEL_SUM_49,254,2.136411,1.2929476,2.868364,0.4752294,0.0,0.0,0.6221576
NOVEL_SUM_52,148,2.1122177,1.4920784,2.8868604,0.46837062,0.0,0.0,0.5978041
NOVEL_SUM_53,109,2.1386795,1.4259857,2.7928255,0.49528748,0.0,0.0,0.62444115
NOVEL_SUM_54,25,2.0604453,1.4969594,2.621636,0.509615,0.0,0.0,0.545689
NOVEL_SUM_56,89,2.0268703,1.4662846,2.7921953,0.4569996,0.0,0.0,0.51189166
NOVEL_SUM_58,251,2.108836,1.4808506,2.7747676,0.44586802,0.0,0.0,0.5944
NOVEL_SUM_59,128,2.0610657,1.4800978,2.856167,0.46848246,0.0,0.0,0.54631346
NOVEL_SUM_6,185,2.1196756,1.3704398,2.794488,0.47473758,0.0,0.0,0.60531145
NOVEL_SUM_60,241,2.0364096,1.4724694,2.8479614,0.44217342,0.0,0.0,0.5214942
NOVEL_SUM_61,136,2.11495,1.4716312,2.7296953,0.43706012,0.0,0.0,0.60055447
NOVEL_SUM_64,151,2.0763762,1.453774,2.6568217,0.44631913,0.0,0.0,0.5617254
NOVEL_SUM_66,231,2.0344446,1.3602759,2.7841055,0.46917516,0.0,0.0,0.5195161
NOVEL_SUM_67,116,2.1230884,1.4396936,2.7643843,0.4332441,0.0,0.0,0.60874677
NOVEL_SUM_68,192,2.008485,1.4043494,2.7952704,0.4748006,0.0,0.0,0.49338478
NOVEL_SUM_69,99,2.201967,1.4782752,2.6449776,0.42514703,0.0,0.0,0.68814766
NOVEL_SUM_7,146,2.0197592,1.4035196,2.8073947,0.47388992,0.0,0.0,0.5047335
NOVEL_SUM_70,181,2.0231028,1.4206227,2.9276235,0.47873086,0.0,0.0,0.50809926
NOVEL_SUM_71,27,2.2458797,1.4778007,2.6540468,0.4437693,0.0,0.0,0.732351
NOVEL_SUM_72,104,2.001038,1.3968642,2.7141309,0.46424887,0.0,0.0,0.48588848
NOVEL_SUM_73,135,2.0768454,1.3832996,2.7314892,0.4888411,0.0,0.0,0.5621977
NOVEL_SUM_75,44,2.0391681,1.484161,2.728824,0.44042292,0.0,0.0,0.52427095
NOVEL_SUM_76,38,2.146902,1.4889901,2.6381376,0.43624797,0.0,0.0,0.63271815
NOVEL_SUM_77,91,2.1461835,1.4675043,2.750327,0.45765302,0.0,0.0,0.63199484
NOVEL_SUM_8,191,2.1687586,1.4406844,2.7402384,0.47277665,0.0,0.0,0.6547194
NOVEL_SUM_W4285744692,213,1.9614757,1.1407093,2.6540565,0.270091,0.0,0.0,0.4460642
NOVEL_SUM_W4386120650,146,1.6874015,1.3727325,2.3560665,0.21772511,0.0,0.0,0.17017552
NOVEL_SUM_W4388522045,66,1.7760295,1.3602725,2.403407,0.21570508,0.0,0.0,0.2593902
NOVEL_SUM_W4389519254,140,1.6178755,1.289122,2.5791798,0.1806827,0.0,0.0,0.10018916
