paper_id,n_triples,mean_dist,min_dist,max_dist,std_dist,pct_unseen_entity,pct_unseen_pred,transe_unexpectedness
NOVEL_MT_289,114,2.0591905,1.4335002,2.7147167,0.48316258,0.0,0.0,0.5444259
NOVEL_MT_29,95,2.1347535,1.4692001,2.7563512,0.4628406,0.0,0.0,0.6204891
NOVEL_MT_290,57,2.1105394,1.4733578,2.6907187,0.48964512,0.0,0.0,0.59611475
NOVEL_MT_291,132,1.9105728,1.4745892,2.8148365,0.46072716,0.0,0.0,0.39482424
NOVEL_MT_295,146,2.0606205,1.4577277,2.7728415,0.5031935,0.0,0.0,0.5458654
NOVEL_MT_298,25,2.010997,1.4030572,2.63553,0.43238425,0.0,0.0,0.4959134
NOVEL_MT_300,181,2.0501108,1.4306208,2.8476193,0.4840044,0.0,0.0,0.5352861
NOVEL_MT_301,61,2.2217884,1.438241,2.8700848,0.4719305,0.0,0.0,0.70810026
NOVEL_MT_303,147,2.1205964,1.4937599,2.7627947,0.4723172,0.0,0.0,0.60623837
NOVEL_MT_304,171,2.0758874,1.4771388,2.8382626,0.48894727,0.0,0.0,0.5612334
NOVEL_MT_305,98,2.2069485,1.4985188,2.9346378,0.44341564,0.0,0.0,0.69316214
