paper_id,year,semantic_knn,structural_novelty,triple_count,cited_by_count,reference_count,citation_signal,struct_norm,semantic_norm,citation_norm,composite_novelty,transE_score,final_novelty_score
SKG_MT_684,2018,0.9191579818725586,0.6545454545454545,55.0,3,15,1.3862943611198906,0.654545453890909,0.8117876122367891,0.1491050326479578,0.71407092260873,13.740289688110352,0.33812904155684
SKG_MT_691,2018,0.9372929334640504,0.7111111111111111,180.0,14,25,2.70805020110221,0.7111111104,0.8540085089665482,0.2912685249051038,0.7691550308470941,13.896535873413086,0.2833571454084559
SKG_MT_701,2018,0.9768739938735962,0.7272727272727273,66.0,116,32,4.762173934797756,0.7272727265454545,0.9461591747995812,0.5122029779084306,0.8589862654596406,12.933444023132324,0.4623887841525387
SKG_QA_426,2018,0.950821042060852,0.8043478260869565,138.0,27,43,3.332204510175204,0.8043478252826086,0.8855039818456982,0.3584004063018599,0.8165623929786964,13.044350624084473,0.46429160544948905
SKG_QA_432,2018,0.9340141415596008,0.7686567164179104,134.0,4,20,1.6094379124341005,0.7686567156492536,0.846374987934097,0.1731055821971953,0.7635043929034381,13.642195701599121,0.3450232958127113
SKG_QA_394,2018,0.9380871653556824,0.8092485549132948,173.0,156,33,5.056245805348308,0.8092485541040462,0.8558576003471839,0.5438323324589783,0.8153332643097357,13.72697925567627,0.321344964321511
SKG_MT_662,2018,0.9274287223815918,0.7304964539007093,141.0,72,42,4.290459441148391,0.7304964531702127,0.8310431409405081,0.4614669964684681,0.773976188939245,13.712008476257324,0.3359390241512011
SKG_MT_669,2018,0.9450277090072632,0.7284768211920529,151.0,91,37,4.5217885770490405,0.7284768204635761,0.8720162305637245,0.4863479592194283,0.8047415214092651,13.767533302307129,0.30478875030723285
SKG_MT_672,2018,0.9527654647827148,0.6972477064220184,109.0,24,37,3.218875824868201,0.6972477057247706,0.8900308905900967,0.3462111643943907,0.7970922809974609,13.494470596313477,0.35919973486720913
SKG_MT_1433,2018,0.93970787525177,0.728,125.0,9,23,2.302585092994046,0.7279999992719999,0.8596308569123527,0.2476580985211743,0.7721074095451642,13.617911338806152,0.34461804852036293
SKG_MT_1434,2018,0.9413671493530272,0.5909090909090909,66.0,35,31,3.58351893845611,0.5909090903181818,0.8634938967513128,0.3854309180637747,0.7611706375959328,13.36745834350586,0.40022077924861965
SKG_MT_1443,2018,0.935572624206543,0.7222222222222222,72.0,2,4,1.0986122886681098,0.7222222214999999,0.8500033700976611,0.1181629427079084,0.7512630976391537,13.730911254882812,0.32307913851491254
SKG_QA_380,2018,0.9395219683647156,0.7468354430379747,79.0,27,47,3.332204510175204,0.7468354422911392,0.8591980376991293,0.3584004063018599,0.7866457554778044,13.808409690856934,0.301198306644641
SKG_QA_381,2018,0.9414628148078918,0.7432432432432432,148.0,11,24,2.4849066497880004,0.7432432424999998,0.863716620328493,0.2672679753558662,0.7799770802655316,13.737090110778809,0.3154935296813639
SKG_QA_382,2018,0.9362872242927552,0.6802721088435374,147.0,56,28,4.04305126783455,0.6802721081632652,0.8516670666501901,0.4348566279969905,0.7757070310874851,13.87083625793457,0.29029470965335835
SKG_QA_384,2018,0.9728867411613464,0.7021276595744681,188.0,73,70,4.30406509320417,0.7021276588723404,0.9368762503787444,0.4629303734040382,0.842531944379993,12.960732460021973,0.460318425004409
SKG_QA_389,2018,0.9406694173812866,0.8017241379310345,116.0,67,39,4.219507705176107,0.8017241371293102,0.8618694717080316,0.453835672843931,0.8090370249058773,13.825250625610352,0.2961404370359861
SKG_QA_353,2018,0.9343221783638,0.8354430379746836,158.0,164,47,5.10594547390058,0.8354430371392404,0.8470921439757576,0.5491778571252497,0.8149708939234033,13.766725540161133,0.31618952604547657
SKG_QA_354,2018,0.9436869621276855,0.7285714285714285,70.0,12,20,2.5649493574615367,0.728571427842857,0.8688947700371934,0.2758770924926137,0.7815283338438681,13.769193649291992,0.3058132718618346
SKG_QA_364,2018,0.9386377334594728,0.8,100.0,17,56,2.8903717578961645,0.7999999992,0.8571394057567854,0.3108784017397958,0.7910854240437293,13.805450439453125,0.3028022102733152
SKG_QA_367,2018,0.9745289087295532,0.7,80.0,52,46,3.970291913552122,0.6999999992999999,0.9406994636341218,0.4270308831912757,0.8411927127230129,12.783891677856445,0.4990855951862324
SKG_MT_1475,2018,0.9408089518547058,0.7637362637362637,182.0,42,33,3.7612001156935615,0.7637362629725274,0.8621943289629711,0.4045416917031596,0.7967374520389012,13.804786682128906,0.30067946176614724
SKG_MT_717,2018,0.9755749702453612,0.6020408163265306,98.0,323,31,5.780743515792329,0.6020408157244898,0.9431348522817886,0.6217568034795916,0.8427782400901092,12.959467887878418,0.4577915773615826
SKG_MT_1402,2018,0.9420801997184752,0.7191011235955056,89.0,14,6,2.70805020110221,0.7191011228764044,0.8651539853206599,0.2912685249051038,0.7785548667902532,13.498697280883789,0.36942664474039777
SKG_MT_1417,2018,0.9492605924606324,0.7181818181818181,110.0,36,31,3.610917912644224,0.7181818174636363,0.8818710203188653,0.3883778570800592,0.7997838634239388,13.565936088562012,0.346509684744687
SKG_MT_1424,2018,0.950971245765686,0.7837837837837838,222.0,135,40,4.912654885736052,0.783783783,0.8858536786771581,0.52838818916791,0.8296931505908016,13.992743492126465,0.24700012876305544
SKG_SUM_219,2018,0.9396589398384094,0.8695652173913043,92.0,174,44,5.1647859739235145,0.869565216521739,0.8595169279049605,0.5555065380482929,0.8311255466426494,13.713608741760254,0.32275943996265305
SKG_SA_1,2018,0.9338752031326294,0.7006172839506173,324.0,36,35,3.610917912644224,0.70061728325,0.8460515183649967,0.3883778570800592,0.7711973052135036,13.80030632019043,0.3089695033506409
SKG_QA_476,2018,0.9403350949287416,0.6888888888888889,135.0,297,36,5.697093486505405,0.6888888881999999,0.8610911187208659,0.612759695291289,0.801817530273735,13.819536209106445,0.29779900892361383
SKG_QA_483,2018,0.976338267326355,0.7128712871287128,101.0,87,48,4.477336814478207,0.7128712864158415,0.9449119227673742,0.4815668811920827,0.8521692913395384,12.83585262298584,0.48529355396848856
SKG_QA_490,2018,0.9418739080429076,0.7142857142857143,14.0,90,22,4.51085950651685,0.7142857135714286,0.8646737072517382,0.4851724661465158,0.7966459844051541,13.898042678833008,0.2782128237688092
SKG_QA_450,2018,0.9412435293197632,0.7393939393939394,165.0,17,56,2.8903717578961645,0.7393939386545454,0.8632060907082783,0.3108784017397958,0.7832108914006835,13.620984077453613,0.3423056912050795
SKG_MT_733,2018,0.948522925376892,0.7215189873417721,158.0,2,24,1.0986122886681098,0.721518986620253,0.880153620324362,0.1181629427079084,0.7722276258218949,13.505284309387207,0.36116871182738586
SKG_MT_734,2018,0.9437001943588256,0.7134146341463414,164.0,34,41,3.555348061489413,0.7134146334329268,0.8689255766628217,0.3824009558510974,0.7891709259356702,13.750886917114258,0.30999072683443507
SKG_MT_735,2018,0.9374321699142456,0.7814569536423841,151.0,29,40,3.4011973816621555,0.7814569528609271,0.8543326723785679,0.3658210412290827,0.7909063653600913,13.944730758666992,0.27217707495024657
SKG_MT_745,2018,0.9406938552856444,0.7312252964426877,253.0,15,52,2.772588722239781,0.7312252957114624,0.8619263668274355,0.2982100652959156,0.7794145224510888,13.732759475708008,0.3172906406744121
SKG_MT_754,2018,0.9459270238876344,0.6986301369863014,73.0,157,49,5.062595033026967,0.6986301362876712,0.8741099709577987,0.5445152334552364,0.8060545302735169,13.728199005126953,0.31285213646821086
SKG_SA_64,2018,0.9768222570419312,0.6705882352941176,85.0,56,22,4.04305126783455,0.6705882346235293,0.9460387236687448,0.4348566279969905,0.8398304162925262,12.760295867919922,0.5020851780571474
SKG_SA_10,2018,0.9499963521957396,0.7005494505494505,364.0,93,22,4.543294782270004,0.700549449848901,0.8835839797186825,0.4886610923616673,0.8074847850090248,13.689576148986816,0.3174315177635941
SKG_SA_18,2018,0.9445512890815736,0.6982758620689655,116.0,2,15,1.0986122886681098,0.6982758613706896,0.870907053272511,0.1181629427079084,0.7611064038356864,13.68667221069336,0.32380099000768947
SKG_SA_28,2018,0.9303703308105468,0.7066666666666667,75.0,35,22,3.58351893845611,0.7066666659599999,0.8378916480937649,0.3854309180637747,0.7664005786640129,13.971769332885742,0.2733850666850558
SKG_SA_31,2018,0.9347125887870787,0.7727272727272727,264.0,513,25,6.2422232654551655,0.7727272719545454,0.8480010782003853,0.6713919712114019,0.8152854062523189,13.501924514770508,0.3764065792230801
SKG_SUM_218,2018,0.934685230255127,0.75,208.0,66,28,4.204692619390966,0.7499999992499999,0.8479373834203696,0.4522422133943151,0.7887803895836902,13.695473670959473,0.33212225114115845
SKG_MT_709,2018,0.9415688514709472,0.7435897435897436,117.0,275,42,5.62040086571715,0.7435897428461538,0.8639634896392733,0.6045109019273367,0.8139434815094556,13.854612350463867,0.2884757754989208
SKG_MT_659,2018,0.9307794570922852,0.8536585365853658,41.0,33,42,3.5263605246161616,0.8536585357317072,0.8388441556537416,0.3792831565199521,0.7958509317559557,13.697453498840332,0.33576092294887394
SKG_QA_343,2018,0.9386836886405944,0.8043478260869565,92.0,310,41,5.739792912179234,0.8043478252826086,0.8572463963349815,0.6173522980152892,0.8226772722925376,13.799736976623535,0.3040621592132318
SKG_QA_348,2018,0.9476916193962096,0.8055555555555556,144.0,169,43,5.135798437050262,0.80555555475,0.8782182148845322,0.5523887387171476,0.8311027352408873,13.669849395751953,0.3243625430642611
SKG_QA_321,2018,0.9373278617858888,0.7083333333333334,72.0,28,20,3.367295829986474,0.708333332625,0.854089827356721,0.3621747074408277,0.7757470164187875,14.05075454711914,0.2480122573650677
SKG_QA_322,2018,0.9767059087753296,0.6850393700787402,127.0,108,24,4.691347882229144,0.6850393693937007,0.9457678473929474,0.50458517235663,0.8495038842894662,12.871733665466309,0.4766934396318072
SKG_QA_294,2018,0.9688137173652648,0.7894736842105263,190.0,18,35,2.9444389791664403,0.7894736834210526,0.9273936379656572,0.3166936852890821,0.8387396517890788,12.897046089172363,0.4791665660506555
SKG_QA_271,2018,0.9355170130729676,0.7166666666666667,60.0,67,49,4.219507705176107,0.71666666595,0.8498738990088709,0.453835672843931,0.7836286297806027,13.50216007232666,0.37550987906458194
SKG_MT_604,2018,0.9467791318893432,0.7407407407407407,27.0,37,27,3.6375861597263857,0.7407407399999999,0.8760938066334135,0.391246201613061,0.8005384328046955,13.874839782714844,0.2783860714946518
SKG_SA_117,2018,0.9389058351516724,0.7522123893805309,113.0,195,34,5.278114659230517,0.7522123886283185,0.8577635868472242,0.567695779955762,0.8076465665142968,13.89765453338623,0.2814112436732478
SKG_MT_757,2018,0.9526454210281372,0.7533333333333333,150.0,143,33,4.969813299576001,0.7533333325799999,0.8897514106620965,0.5345359507117325,0.8269462490506407,13.558313369750977,0.34470872707353095
SKG_MT_759,2018,0.9389532208442688,0.7529411764705882,170.0,15,17,2.772588722239781,0.752941175717647,0.8578739078714348,0.2982100652959156,0.7809209771831253,13.921162605285645,0.27597943690930116
SKG_MT_764,2018,0.8828304409980774,0.8,60.0,6,21,1.9459101490553128,0.7999999992,0.7272116295566279,0.2092953736539021,0.6899776778950296,13.527624130249023,0.4248779159102296
SKG_MT_1372,2018,0.9230079650878906,0.7608695652173914,46.0,5,34,1.791759469228055,0.7608695644565218,0.8207509526088749,0.1927154590318873,0.7459711256207054,13.86708927154541,0.305064831790964
SKG_SA_76,2018,0.9442407488822936,0.673469387755102,98.0,6,30,1.9459101490553128,0.6734693870816326,0.8701840689503255,0.2092953736539021,0.7647522630469445,13.648507118225098,0.3328642134072707
SKG_SA_90,2018,0.94474059343338,0.6701570680628273,191.0,8,28,2.19722457733622,0.6701570673926701,0.871347782295017,0.2363258854158169,0.7676074496266275,13.823103904724121,0.29236668803631205
SKG_SA_46,2018,0.9420554041862488,0.8142076502732241,183.0,54,44,4.007333185232471,0.8142076494590164,0.8650962575897524,0.4310149144173413,0.811510401646364,13.610355377197266,0.34388855216795017
SKG_SA_51,2018,0.9335302114486694,0.7401574803149606,127.0,76,46,4.343805421853684,0.7401574795748032,0.8452483258013103,0.467204705874048,0.7864257945632827,13.918824195861816,0.2821963266082845
SKG_MT_1452,2018,0.920352339744568,0.6310679611650486,103.0,20,13,3.044522437723423,0.6310679605339806,0.814568257121231,0.3274583163618105,0.7291572037278389,13.889161109924316,0.302793707464589
SKG_MT_29,2018,0.9373214840888976,0.6976744186046512,172.0,5,0,1.791759469228055,0.6976744179069767,0.8540749791182418,0.1927154590318873,0.7566589148673533,13.920492172241211,0.27784245018694165
SKG_QA_243,2018,0.9345355033874512,0.7658227848101266,158.0,67,31,4.219507705176107,0.7658227840443037,0.847588796737581,0.453835672843931,0.7918602818095605,13.797210693359375,0.3089864704292541
SKG_QA_248,2018,0.949586033821106,0.8080808080808081,99.0,1,16,0.6931471805599453,0.8080808072727272,0.8826286967870282,0.0745525163239789,0.7869115008378631,13.659070014953613,0.3248457605088031
SKG_QA_254,2018,0.9734634160995485,0.7653631284916201,179.0,19,36,2.995732273553991,0.7653631277262569,0.9382188364280996,0.3222106148451532,0.8420468725294363,12.806228637695312,0.49508784069620076
SKG_MT_575,2018,0.9376198053359984,0.7368421052631579,95.0,29,26,3.4011973816621555,0.7368421045263157,0.8547695158807247,0.3658210412290827,0.7822891861446787,14.029854774475098,0.25249139091147227
SKG_MT_777,2018,0.9347234964370728,0.8191489361702128,94.0,315,51,5.755742213586912,0.8191489353510638,0.8480264728512416,0.6190677497792154,0.8193550930440033,13.82733154296875,0.30189336144465484
SKG_MT_1355,2018,0.9372175335884094,0.7901234567901234,81.0,196,31,5.2832037287379885,0.7901234559999999,0.8538329667078984,0.5682431426922347,0.8125320821647524,13.776139259338379,0.31100088911851115
SKG_MT_1369,2018,0.9713805913925172,0.7824074074074074,216.0,241,35,5.488937726156687,0.782407406625,0.933369707031856,0.5903711807642709,0.8688773943237262,12.872115135192871,0.48218526547497903
SKG_MT_791,2018,0.9511405825614928,0.6727272727272727,110.0,57,31,4.060443010546419,0.6727272720545454,0.8862479202240536,0.4367272237648066,0.7985917209442274,13.834465980529785,0.2830602839123202
SKG_MT_799,2018,0.9510729908943176,0.6082474226804123,97.0,20,27,3.044522437723423,0.6082474220721649,0.886090556649897,0.3274583163618105,0.774658705705542,14.08215045928955,0.22642384945986177
SKG_SA_153,2018,0.9371278882026672,0.7730496453900709,141.0,189,52,5.247024072160486,0.7730496446170212,0.8536242587576939,0.5643517838102564,0.8085820884348155,13.68320083618164,0.3323730171451628
SKG_SA_155,2018,0.9286897778511048,1.0,9.0,379,38,5.940171252720432,0.999999999,0.8339790678703483,0.6389043001342353,0.8476757773226673,13.908519744873047,0.28962669201533
SKG_SA_162,2018,0.9460464715957642,0.7303370786516854,89.0,5,24,1.791759469228055,0.7303370779213483,0.8743880631999594,0.1927154590318873,0.7774106057274299,13.864789009094238,0.2814547760604713
SKG_SA_105,2018,0.925786316394806,0.8085106382978723,94.0,15,17,2.772588722239781,0.8085106374893616,0.8272193726107954,0.2982100652959156,0.7705766948550207,13.945833206176758,0.28412565499291137
SKG_SA_106,2018,0.933968186378479,0.7916666666666666,144.0,0,27,0.0,0.7916666658749999,0.8462679973559004,0.0,0.7507209313241302,13.57943344116211,0.3594408323772061
SKG_MT_807,2018,0.927780270576477,0.6976744186046512,43.0,80,28,4.394449154672439,0.6976744179069767,0.831861598048425,0.4726517708316338,0.7691031792984561,13.695718765258789,0.339300240330871
SKG_MT_416,2018,0.9232116937637328,0.9,30.0,131,20,4.882801922586371,0.8999999991,0.8212252636286881,0.5251773075760122,0.8073754151176828,14.062371253967285,0.26014167132611155
SKG_MT_1140,2018,0.9745271801948548,0.8066666666666666,150.0,198,33,5.293304824724492,0.8066666658599999,0.9406954393451886,0.5693295816831797,0.8767530988819501,12.864677429199219,0.48059154531740733
SKG_MT_818,2018,0.9462028741836548,0.6687116564417178,163.0,232,41,5.4510384535657,0.6687116557730061,0.8747521919641462,0.586294865924147,0.8046983521219183,13.578927993774414,0.34673866675159354
SKG_MT_821,2018,0.9171962738037108,0.7551020408163265,98.0,70,25,4.262679877041316,0.7551020400612244,0.8072204606030557,0.4584791225152151,0.7619226426859054,13.82641315460205,0.3204663315525997
SKG_SA_172,2018,0.947670578956604,0.8541666666666666,48.0,622,43,6.434546518787453,0.8541666658124999,0.8781692295744112,0.6920775959757605,0.8547595534621638,13.720406532287598,0.3128095531811303
SKG_SA_176,2018,0.927363395690918,0.6818181818181818,44.0,3,17,1.3862943611198906,0.6818181811363635,0.8308910505725399,0.1491050326479578,0.7328978748928463,13.74316120147705,0.32887506263457605
SKG_SA_179,2018,0.9365552067756652,0.7624309392265194,181.0,176,31,5.176149732573829,0.7624309384640884,0.8522909702034608,0.5567287846735982,0.8047627453026,14.157594680786133,0.22436074337568157
SKG_SA_188,2018,0.9392093420028688,0.7111111111111111,45.0,13,21,2.6390573296152584,0.7111111104,0.8584701964765077,0.283847889977881,0.7715361486113435,13.945838928222656,0.2700614741935511
SKG_SA_194,2018,0.9127724766731262,0.7028985507246377,138.0,185,27,5.225746673713202,0.7028985500217391,0.7969211950736432,0.5620632603342011,0.7546308725893182,13.697504997253418,0.3546144646718101
SKG_SA_199,2018,0.9432936906814576,0.751219512195122,205.0,60,41,4.110873864173311,0.7512195114439024,0.867979174920538,0.4421513921718883,0.8020444639503459,13.404622077941895,0.3896937840810838
SKG_SA_144,2018,0.93910151720047,0.7454545454545455,55.0,130,19,4.875197323201151,0.7454545447090909,0.8582191641082094,0.5243593831355695,0.8022802621311217,13.721026420593262,0.3216451594970272
SKG_MT_587,2018,0.93898743391037,0.8414634146341463,82.0,7,3,2.079441541679836,0.8414634137926829,0.8579535610386009,0.2236575489719367,0.7912259303827509,13.593964576721191,0.35085543188382046
SKG_MT_589,2018,0.9467877149581908,0.7857142857142857,42.0,7,24,2.079441541679836,0.7857142849285713,0.8761137893094969,0.2236575489719367,0.7927882643995559,13.57365608215332,0.3473329496991785
SKG_NLI_4,2018,0.9447843432426452,0.6621621621621622,148.0,43,44,3.784189633918261,0.6621621615,0.8714496384356089,0.4070143648681038,0.7831486156917365,13.833740234375,0.2898856699671253
SKG_NLI_10,2018,0.9524042010307312,0.6985294117647058,136.0,17,13,2.8903717578961645,0.6985294110661764,0.889189814203002,0.3108784017397958,0.7932265923293162,13.416288375854492,0.3774780028358924
SKG_NLI_12,2018,0.9242371320724488,0.7763975155279503,161.0,272,74,5.60947179518496,0.7763975147515527,0.8236126383463217,0.6033354088544243,0.7921418906781781,13.864127159118652,0.3044552474936273
SKG_PAR_0,2018,0.9780702590942384,0.6721311475409836,61.0,54,58,4.007333185232471,0.6721311468688523,0.9489442602787082,0.4310149144173413,0.8417887030106003,12.827884674072266,0.4853032603456702
SKG_PAR_4,2018,0.955132007598877,0.7573529411764706,136.0,483,19,6.182084906716632,0.7573529404191176,0.8955405584457644,0.6649236970882497,0.8448413487046835,13.607759475708008,0.3307829472407126
SKG_MT_64,2018,0.9503315091133118,0.7752808988764045,89.0,54,27,4.007333185232471,0.7752808981011236,0.8843642754660236,0.4310149144173413,0.8172126638881753,13.753368377685547,0.30247518311082217
SKG_QA_212,2018,0.9364317059516908,0.7333333333333333,180.0,59,55,4.0943445622221,0.7333333325999999,0.8520034416975943,0.4403735575530616,0.7871064314636222,13.587132453918457,0.355097196976282
SKG_QA_220,2018,0.9370929598808287,0.8952380952380953,105.0,31,40,3.4657359027997265,0.8952380943428571,0.8535429403675208,0.3727625816198946,0.8138039352878254,13.825386047363281,0.29985637139085763
SKG_QA_224,2018,0.9451125264167786,0.7363636363636363,110.0,1433,21,7.268223021159565,0.7363636356272726,0.8722136982586322,0.7817449607074554,0.8359968119772425,12.984538078308105,0.4839662880463385
SKG_QA_229,2018,0.9418739080429076,0.819672131147541,61.0,90,22,4.51085950651685,0.8196721303278688,0.8646737072517382,0.4851724661465158,0.8177232677564421,13.916135787963867,0.2740704147134947
SKG_QA_230,2018,0.9744961857795716,0.8125,96.0,158,19,5.068904202220232,0.8124999991874999,0.940623279681554,0.5451938258991841,0.8754556782045061,12.9759521484375,0.45514772112060287
SKG_SA_274,2018,0.9429465532302856,0.7282608695652174,92.0,73,25,4.30406509320417,0.7282608688369565,0.8671709866878304,0.4629303734040382,0.7989649017892764,13.383384704589844,0.39491975569560595
SKG_SA_282,2018,0.9450911283493042,0.7464788732394366,71.0,8,7,2.19722457733622,0.7464788724929576,0.8721638803370075,0.2363258854158169,0.7834430792760785,13.687335014343262,0.32308366923634874
SKG_SA_248,2018,0.9267614483833312,0.8026315789473685,152.0,4,28,1.6094379124341005,0.8026315781447368,0.8294896266436058,0.1731055821971953,0.7584796124991909,13.797350883483887,0.3170990005066931
SKG_SA_256,2018,0.9447697401046752,0.8130081300813008,123.0,8,20,2.19722457733622,0.8130081292682926,0.8714156401325502,0.2363258854158169,0.7962251624880253,13.651373863220215,0.33165366642058497
SKG_SA_203,2018,0.8514002561569214,0.8194444444444444,144.0,46,55,3.8501476017100575,0.8194444436249999,0.6540374288050654,0.4141085760376883,0.6631259464923146,13.675457000732422,0.4239600382060274
SKG_SA_222,2018,0.9423784017562866,0.7744360902255639,133.0,32,41,3.49650756146648,0.7744360894511277,0.8658482445459751,0.3760722749280544,0.7985882165652135,13.712923049926758,0.3200673363056729
SKG_SA_169,2018,0.9485067129135132,0.6850393700787402,127.0,9,24,2.302585092994046,0.6850393693937007,0.8801158752695379,0.2476580985211743,0.777854796419534,13.626797676086426,0.33336526740608646
SKG_MT_558,2018,0.976893424987793,0.6526315789473685,190.0,31,20,3.4657359027997265,0.6526315782947368,0.9462044133579366,0.3727625816198946,0.8301456631714923,12.9644193649292,0.45527663647255145
SKG_MT_559,2018,0.9183859825134276,0.7058823529411765,68.0,4,39,1.6094379124341005,0.705882352235294,0.8099902815379522,0.1731055821971953,0.7254802257433448,13.7141752243042,0.34491673490861763
SKG_MT_566,2018,0.9471648931503296,0.7894736842105263,114.0,25,35,3.258096538021482,0.7894736834210526,0.8769919169084964,0.3504296088165927,0.8068320394018172,13.472614288330078,0.37007126473432855
SKG_MT_82,2018,0.9370023608207704,0.8214285714285714,28.0,107,28,4.68213122712422,0.8214285706071428,0.853332012119974,0.5035938607716832,0.8119775086825786,13.493861198425293,0.3758537515463768
SKG_MT_83,2018,0.9456151127815248,0.7931034482758621,145.0,1005,75,6.913737350659685,0.7931034474827586,0.8733837949581839,0.74361770652861,0.8443511166201414,13.678030967712402,0.3246648648750171
SKG_MT_86,2018,0.9332679510116576,0.7272727272727273,143.0,72,46,4.290459441148391,0.7272727265454545,0.8446377440320944,0.4614669964684681,0.7828476657784037,13.53139877319336,0.37117196162160515
SKG_QA_202,2018,0.952122688293457,0.7567567567567568,148.0,3,34,1.3862943611198906,0.756756756,0.8885344101811826,0.1491050326479578,0.7882359415916236,13.562740325927734,0.34424282769924175
SKG_PAR_68,2018,0.978014349937439,0.6898148148148148,216.0,11,54,2.4849066497880004,0.6898148141249999,0.948814095346998,0.2672679753558662,0.828859627103485,12.880879402160645,0.4732287158218042
SKG_MT_532,2018,0.9779306650161744,0.6363636363636364,143.0,27,41,3.332204510175204,0.6363636357272726,0.9486192642551848,0.3584004063018599,0.8271462527542698,12.868282318115234,0.47620048644034174
SKG_DIA_1,2018,0.933041214942932,0.603448275862069,58.0,211,11,5.356586274672012,0.6034482752586207,0.8441098683388907,0.5761359158392335,0.7691801544728709,13.962180137634277,0.27278230943913817
SKG_SA_324,2018,0.9223774075508118,0.839622641509434,106.0,31,20,3.4657359027997265,0.8396226406698113,0.8192829197596629,0.3727625816198946,0.7786988301277158,13.886868476867676,0.3011970065664036
SKG_MT_855,2018,0.9319164156913756,0.7627118644067796,59.0,9,28,2.302585092994046,0.7627118636440677,0.841491166391875,0.2476580985211743,0.7663519990552434,13.81330394744873,0.30804586092603875
SKG_MT_862,2018,0.931897759437561,0.8,55.0,84,37,4.442651256490317,0.7999999992,0.8414477318251107,0.4778362223931686,0.7967970343568943,13.519425392150879,0.3753487672248824
SKG_SA_326,2018,0.9488040804862976,0.8072916666666666,192.0,24,49,3.218875824868201,0.807291665859375,0.8808081917346782,0.3462111643943907,0.8126451838255887,13.64652156829834,0.32853794890136895
SKG_SA_327,2018,0.946130394935608,0.7842465753424658,292.0,38,29,3.6635616461296463,0.7842465745582191,0.8745834493661088,0.3940400352005221,0.8084617329879722,13.691328048706055,0.32108065978327843
SKG_SA_314,2018,0.9382373094558716,0.8160919540229885,87.0,40,32,3.713572066704308,0.8160919532068965,0.8562071584100599,0.3994189832808557,0.8025052998565068,13.881906509399414,0.2857171393547708
SKG_MT_822,2018,0.9508415460586548,0.7045454545454546,88.0,344,23,5.84354441703136,0.704545453840909,0.8855517182385642,0.6285114514765743,0.8236464386828342,13.518463134765625,0.3557222817268113
SKG_MT_825,2018,0.9402230381965636,0.7990196078431373,204.0,9,31,2.302585092994046,0.7990196070441177,0.8608302337831095,0.2476580985211743,0.7871508949091176,13.652480125427246,0.3361638210518073
SKG_MT_831,2018,0.9346302151679992,0.7154471544715447,246.0,178,54,5.187385805840755,0.7154471537560975,0.8478093000174179,0.5579372979001445,0.7923496705534264,13.90705394744873,0.28373868119863305
SKG_MT_540,2018,0.929294764995575,0.7818181818181819,55.0,117,11,4.770684624465665,0.7818181810363636,0.8353875689970615,0.5131183582896688,0.7924467703341825,13.967131614685059,0.27557370573819684
SKG_MT_96,2018,0.9408893585205078,0.7383177570093458,107.0,28,29,3.367295829986474,0.7383177562710279,0.8623815277826693,0.3621747074408277,0.7875480914461569,13.816585540771484,0.29789387901073705
SKG_QA_166,2018,0.9279729127883912,0.8426966292134831,178.0,24,33,3.218875824868201,0.8426966283707864,0.8323100981116309,0.3462111643943907,0.785777510791738,13.810572624206543,0.31280267685847485
SKG_QA_169,2018,0.9369128346443176,0.7653061224489796,98.0,13,67,2.6390573296152584,0.7653061216836734,0.853123581706937,0.283847889977881,0.7786325205293786,13.597736358642578,0.35216537483829957
SKG_QA_176,2018,0.9300155639648438,0.6336633663366337,101.0,194,23,5.272999558563747,0.6336633657029702,0.8370656974823171,0.5671456173977175,0.7693932231179876,13.540349960327148,0.37253001237117755
SKG_QA_177,2018,0.935450553894043,0.7746478873239436,71.0,43,47,3.784189633918261,0.7746478865492957,0.849719172037808,0.4070143648681038,0.7904344342231351,13.860855102539062,0.2934564431889198
SKG_MT_502,2018,0.937430739402771,0.6304347826086957,92.0,31,63,3.4657359027997265,0.6304347819782609,0.8543293419325539,0.3727625816198946,0.7613937539104293,13.569586753845215,0.35806762187264146
SKG_MT_505,2018,0.9215408563613892,0.6089743589743589,156.0,33,25,3.5263605246161616,0.6089743583653845,0.817335302684449,0.3792831565199521,0.7318578992041863,13.730090141296387,0.3379677624306929
SKG_MT_507,2018,0.9410562515258788,0.6875,112.0,16,41,2.833213344056216,0.6874999993124999,0.8627700798176244,0.3047306401959732,0.7719121197544345,14.017656326293945,0.25168396626840034
SKG_MT_516,2018,0.9184714555740356,0.75,4.0,1,0,0.6931471805599453,0.7499999992499999,0.8101892756872832,0.0745525163239789,0.724587744463496,14.043277740478516,0.269479317074973
SKG_DIA_287,2018,0.860831618309021,1.0,6.0,155,20,5.049856007249537,0.999999999,0.6759950593747316,0.54314506784848,0.72751104814716,13.20395565032959,0.522029122844825
SKG_SA_411,2018,0.9756183624267578,0.7631578947368421,190.0,49,50,3.912023005428146,0.7631578939736842,0.9432358758108772,0.4207636807183696,0.8549730599341879,12.992114067077637,0.45027178898614695
SKG_DIA_316,2018,0.9224587678909302,0.9285714285714286,14.0,22,9,3.1354942159291497,0.928571427642857,0.8194723388767037,0.3372429265714705,0.793069215399411,13.304641723632812,0.4344123166645031
SKG_SA_367,2018,0.9339421391487122,0.7959183673469388,245.0,9,35,2.302585092994046,0.7959183665510203,0.8462073554847306,0.2476580985211743,0.7762946320016328,13.940011024475098,0.2769140485357514
