paper_id,structural_novelty,triple_count
SKG_PAR_18,0.7567567567567568,37
SKG_SA_511,0.743421052631579,152
SKG_PAR_28,0.8392857142857143,56
SKG_PAR_29,0.8103448275862069,58
SKG_SA_510,0.7083333333333334,24
SKG_SA_506,0.7741935483870968,93
SKG_MT_400,0.7975460122699386,163
SKG_MT_397,0.7964601769911505,113
SKG_MT_695,0.7545454545454545,110
SKG_MT_1287,0.8260869565217391,161
SKG_DIA_146,0.9454545454545454,55
SKG_SA_495,0.7797619047619048,168
SKG_MT_382,0.7368421052631579,133
SKG_SA_475,0.3111111111111111,45
SKG_SA_466,0.7719298245614035,57
SKG_PAR_44,0.803030303030303,66
SKG_PAR_46,0.8125,16
SKG_PAR_57,0.7640449438202247,89
SKG_PAR_63,0.7570093457943925,107
SKG_SA_465,0.7952755905511811,127
SKG_PAR_65,0.75,40
SKG_SA_447,0.7698412698412699,126
SKG_SA_421,0.88,25
SKG_SA_419,0.8765432098765432,162
SKG_PAR_72,0.8054054054054054,185
SKG_SA_406,0.7272727272727273,198
SKG_DIA_162,0.8108108108108109,148
SKG_PAR_74,0.6818181818181818,44
SKG_PAR_75,0.7777777777777778,27
SKG_SA_404,0.84375,32
SKG_SA_390,0.7407407407407407,108
SKG_SA_391,1.0,4
SKG_DIA_167,0.6571428571428571,70
SKG_PAR_78,0.8048780487804879,82
SKG_MT_363,0.620253164556962,79
SKG_MT_1239,0.7365269461077845,167
SKG_SA_370,0.5,10
SKG_SA_364,0.875,72
SKG_SA_353,0.7735849056603774,159
SKG_MT_351,0.6944444444444444,108
SKG_SA_331,0.8014184397163121,141
SKG_PAR_90,0.6470588235294118,17
SKG_PAR_92,0.7456140350877193,114
SKG_PAR_95,0.773972602739726,146
SKG_MT_338,0.8360655737704918,122
SKG_MT_1222,0.86,50
SKG_SA_319,0.8620689655172413,29
SKG_MT_333,0.6363636363636364,11
SKG_MT_729,0.825,80
SKG_SA_316,0.7058823529411765,68
SKG_PAR_105,0.7435897435897436,78
SKG_PAR_112,0.7166666666666667,180
SKG_SA_305,0.8333333333333334,30
SKG_MT_321,0.8041237113402062,97
SKG_SA_289,0.8508064516129032,248
SKG_MT_1189,0.7702702702702703,148
SKG_PAR_115,0.7368421052631579,114
SKG_SA_261,0.8222222222222222,45
SKG_SA_258,0.9545454545454546,22
SKG_MT_737,0.7166666666666667,180
SKG_SA_253,0.8142857142857143,70
SKG_PAR_118,0.8360655737704918,61
SKG_PAR_122,0.6909090909090909,55
SKG_PAR_125,0.7466666666666667,150
SKG_DIA_216,0.8018867924528302,106
SKG_PAR_126,0.7666666666666667,180
SKG_SA_249,0.725925925925926,135
SKG_PAR_143,0.7738095238095238,168
SKG_SA_247,0.7666666666666667,120
SKG_DIA_228,0.7692307692307693,26
SKG_MT_1156,0.7989130434782609,184
SKG_SA_228,0.8205128205128205,39
SKG_MT_1153,0.6792452830188679,106
SKG_SA_227,0.5416666666666666,96
SKG_DIA_235,0.7684210526315789,95
SKG_SA_185,0.9117647058823529,34
SKG_SA_184,0.8064516129032258,93
SKG_MT_747,0.7322834645669292,127
SKG_PAR_156,0.8192771084337349,83
SKG_SA_163,0.7555555555555555,45
SKG_MT_758,0.8048780487804879,123
SKG_SA_152,0.8113207547169812,53
SKG_SA_149,0.7759562841530054,183
SKG_MT_767,0.783068783068783,189
SKG_DIA_251,0.8290598290598291,117
SKG_DIA_256,0.8387096774193549,31
SKG_SA_140,0.9230769230769231,39
SKG_SA_131,0.0,197
SKG_MT_246,0.717391304347826,92
SKG_PAR_176,0.8125,64
SKG_MT_781,0.7336956521739131,184
SKG_PAR_177,0.7737226277372263,137
SKG_SA_116,0.7606382978723404,188
SKG_MT_1103,0.8023255813953488,172
SKG_SA_108,0.7096774193548387,31
SKG_PAR_180,0.7945205479452054,73
SKG_PAR_183,0.7808219178082192,73
SKG_PAR_186,0.7592592592592593,162
SKG_MT_1099,0.7971014492753623,69
SKG_SA_100,0.6351351351351351,148
SKG_MT_216,0.5833333333333334,120
SKG_MT_211,0.8,105
SKG_MT_203,0.8059701492537313,134
SKG_PAR_194,0.8333333333333334,12
SKG_PAR_197,0.6907216494845361,97
SKG_PAR_203,0.8472222222222222,72
SKG_PAR_210,0.7580645161290323,62
SKG_SA_21,0.7748344370860927,151
SKG_MT_819,0.8,120
SKG_PAR_224,0.7671232876712328,146
SKG_QA_4,0.8051282051282052,195
SKG_MT_1063,0.773109243697479,119
SKG_MT_168,0.7570621468926554,177
SKG_QA_472,0.5918367346938775,49
SKG_QA_471,0.780952380952381,105
SKG_MT_1056,0.824,125
SKG_QA_462,0.7777777777777778,81
SKG_QA_455,0.7901234567901234,81
SKG_QA_445,0.7317073170731707,41
SKG_QA_24,0.9,20
SKG_QA_26,0.8,15
SKG_DIA_302,0.8947368421052632,38
SKG_DIA_303,0.8904109589041096,73
SKG_QA_442,0.8222222222222222,45
SKG_QA_431,0.8472222222222222,72
SKG_MT_842,0.7421875,128
SKG_MT_151,0.7719298245614035,57
SKG_QA_399,0.7801418439716312,141
SKG_DIA_306,0.875,16
SKG_DIA_307,0.7916666666666666,72
SKG_MT_1037,0.7219512195121951,205
SKG_MT_861,0.7863247863247863,117
SKG_QA_42,0.7377049180327869,122
SKG_QA_46,0.6870229007633588,131
SKG_MT_1034,0.7727272727272727,44
SKG_QA_47,0.7724137931034483,145
SKG_MT_136,0.7678571428571429,56
SKG_MT_870,0.6914893617021277,94
SKG_QA_58,0.8046875,128
SKG_MT_872,0.7723577235772358,123
SKG_MT_1013,0.7874564459930313,287
SKG_MT_873,0.7078651685393258,178
SKG_MT_123,0.7065868263473054,167
SKG_QA_369,0.7906976744186046,43
SKG_QA_341,0.8242424242424242,165
SKG_QA_119,0.6865671641791045,134
SKG_MT_995,0.7560975609756098,123
SKG_MT_104,0.7485029940119761,167
SKG_MT_911,1.0,9
SKG_MT_910,1.0,4
SKG_QA_288,0.9285714285714286,28
SKG_QA_277,0.7619047619047619,126
SKG_QA_272,0.8223684210526315,152
SKG_QA_145,0.6744186046511628,86
SKG_QA_157,0.847457627118644,118
SKG_MT_25,0.6869565217391305,115
SKG_MT_924,0.7926267281105991,217
SKG_MT_88,0.7432432432432432,74
SKG_MT_31,1.0,4
SKG_MT_982,0.8159340659340659,364
SKG_MT_38,0.5735294117647058,68
SKG_QA_242,0.7706422018348624,109
SKG_QA_235,0.8333333333333334,72
SKG_MT_934,0.803347280334728,239
SKG_QA_172,0.6272727272727273,110
SKG_QA_175,0.8269230769230769,104
SKG_MT_53,0.8152866242038217,157
SKG_MT_939,0.7017543859649122,114
SKG_QA_223,0.7936507936507936,63
SKG_MT_62,0.7777777777777778,99
SKG_SUM_219,0.8695652173913043,92
SKG_QA_212,0.7333333333333333,180
SKG_MT_64,0.7752808988764045,89
SKG_QA_220,0.8952380952380953,105
SKG_QA_202,0.7567567567567568,148
SKG_QA_224,0.7363636363636363,110
SKG_MT_952,0.7151162790697675,172
SKG_MT_941,0.7727272727272727,22
SKG_QA_229,0.819672131147541,61
SKG_QA_230,0.8125,96
SKG_QA_177,0.7746478873239436,71
SKG_QA_176,0.6336633663366337,101
SKG_QA_169,0.7653061224489796,98
SKG_QA_166,0.8426966292134831,178
SKG_MT_925,0.6923076923076923,52
SKG_QA_243,0.7658227848101266,158
SKG_QA_248,0.8080808080808081,99
SKG_MT_985,0.7416666666666667,120
SKG_QA_254,0.7653631284916201,179
SKG_MT_82,0.8214285714285714,28
SKG_MT_83,0.7931034482758621,145
SKG_MT_86,0.7272727272727273,143
SKG_MT_991,0.7285714285714285,140
SKG_QA_271,0.7166666666666667,60
SKG_MT_29,0.6976744186046512,172
SKG_QA_136,0.8108108108108109,74
SKG_QA_133,0.8396946564885496,131
SKG_MT_920,0.5040650406504065,123
SKG_MT_96,0.7383177570093458,107
SKG_MT_916,0.7425742574257426,202
SKG_QA_294,0.7894736842105263,190
SKG_QA_321,0.7083333333333334,72
SKG_QA_127,0.7222222222222222,90
SKG_QA_124,0.6666666666666666,69
SKG_QA_322,0.6850393700787402,127
SKG_MT_909,0.7128712871287128,101
SKG_QA_87,0.7165775401069518,187
SKG_QA_343,0.8043478260869565,92
SKG_QA_348,0.8055555555555556,144
SKG_QA_353,0.8354430379746836,158
SKG_QA_354,0.7285714285714285,70
SKG_QA_364,0.8,100
SKG_QA_367,0.7,80
SKG_QA_380,0.7468354430379747,79
SKG_QA_381,0.7432432432432432,148
SKG_QA_382,0.6802721088435374,147
SKG_QA_72,0.8050847457627118,118
SKG_QA_71,0.803921568627451,51
SKG_QA_60,0.7604166666666666,192
SKG_MT_1020,0.6346153846153846,104
SKG_DIA_1,0.603448275862069,58
SKG_MT_1026,0.7445255474452555,137
SKG_QA_384,0.7021276595744681,188
SKG_QA_389,0.8017241379310345,116
SKG_MT_138,0.8013245033112583,151
SKG_MT_862,0.8,55
SKG_QA_394,0.8092485549132948,173
SKG_DIA_316,0.9285714285714286,14
SKG_QA_40,0.8108108108108109,111
SKG_MT_855,0.7627118644067796,59
SKG_MT_143,0.7727272727272727,22
SKG_MT_1038,0.7272727272727273,77
SKG_QA_415,0.725,120
SKG_QA_426,0.8043478260869565,138
SKG_QA_38,0.6575342465753424,146
SKG_QA_36,0.8235294117647058,136
SKG_QA_432,0.7686567164179104,134
SKG_MT_155,0.684931506849315,73
SKG_MT_1049,0.7606837606837606,117
SKG_QA_450,0.7393939393939394,165
SKG_MT_158,0.611764705882353,85
SKG_MT_1054,0.6638655462184874,119
SKG_MT_831,0.7154471544715447,246
SKG_MT_1058,0.6767676767676768,99
SKG_PAR_225,0.7966101694915254,236
SKG_QA_476,0.6888888888888889,135
SKG_MT_825,0.7990196078431373,204
SKG_DIA_287,1.0,6
SKG_QA_483,0.7128712871287128,101
SKG_MT_822,0.7045454545454546,88
SKG_MT_821,0.7551020408163265,98
SKG_QA_490,0.7142857142857143,14
SKG_DIA_285,0.7719298245614035,57
SKG_SA_1,0.7006172839506173,324
SKG_MT_183,0.6419753086419753,81
SKG_SA_10,0.7005494505494505,364
SKG_PAR_222,0.82,100
SKG_MT_818,0.6687116564417178,163
SKG_PAR_214,0.7476635514018691,107
SKG_MT_195,0.6842105263157895,133
SKG_SA_18,0.6982758620689655,116
SKG_MT_197,0.7111111111111111,135
SKG_DIA_280,0.8695652173913043,115
SKG_SA_28,0.7066666666666667,75
SKG_SA_31,0.7727272727272727,264
SKG_PAR_192,0.7448979591836735,196
SKG_MT_1087,0.6038961038961039,154
SKG_SA_46,0.8142076502732241,183
SKG_SA_51,0.7401574803149606,127
SKG_SA_64,0.6705882352941176,85
SKG_SA_76,0.673469387755102,98
SKG_SA_90,0.6701570680628273,191
SKG_MT_223,0.6470588235294118,34
SKG_PAR_191,0.6896551724137931,116
SKG_MT_807,0.6976744186046512,43
SKG_MT_799,0.6082474226804123,97
SKG_SA_105,0.8085106382978723,94
SKG_SA_106,0.7916666666666666,144
SKG_MT_791,0.6727272727272727,110
SKG_MT_1102,0.8131868131868132,91
SKG_MT_1106,0.7093023255813954,172
SKG_SA_117,0.7522123893805309,113
SKG_MT_240,0.7027027027027027,74
SKG_MT_1107,0.6363636363636364,110
SKG_MT_1109,0.7291666666666666,192
SKG_MT_1110,0.8360655737704918,61
SKG_DIA_259,0.8161764705882353,136
SKG_PAR_168,0.8067226890756303,119
SKG_MT_777,0.8191489361702128,94
SKG_SA_144,0.7454545454545455,55
SKG_MT_1113,0.7236842105263158,152
SKG_MT_764,0.8,60
SKG_PAR_161,0.723404255319149,141
SKG_SA_153,0.7730496453900709,141
SKG_MT_759,0.7529411764705882,170
SKG_DIA_243,0.8483412322274881,211
SKG_MT_757,0.7533333333333333,150
SKG_MT_754,0.6986301369863014,73
SKG_SA_155,1.0,9
SKG_SA_162,0.7303370786516854,89
SKG_SA_169,0.6850393700787402,127
SKG_SA_172,0.8541666666666666,48
SKG_SA_176,0.6818181818181818,44
SKG_SA_179,0.7624309392265194,181
SKG_DIA_238,0.675,40
SKG_MT_745,0.7312252964426877,253
SKG_PAR_155,0.8181818181818182,33
SKG_MT_1140,0.8066666666666666,150
SKG_SA_188,0.7111111111111111,45
SKG_SA_194,0.7028985507246377,138
SKG_SA_199,0.751219512195122,205
SKG_MT_281,0.75,96
SKG_SA_203,0.8194444444444444,144
SKG_SA_222,0.7744360902255639,133
SKG_PAR_152,0.7342657342657343,143
SKG_PAR_151,0.7966101694915254,118
SKG_SA_248,0.8026315789473685,152
SKG_MT_293,0.6377952755905512,127
SKG_DIA_222,0.6458333333333334,96
SKG_DIA_219,0.8114285714285714,175
SKG_PAR_117,0.722972972972973,148
SKG_SA_256,0.8130081300813008,123
SKG_MT_735,0.7814569536423841,151
SKG_MT_734,0.7134146341463414,164
SKG_SA_274,0.7282608695652174,92
SKG_SA_282,0.7464788732394366,71
SKG_PAR_114,0.7723214285714286,224
SKG_MT_733,0.7215189873417721,158
SKG_MT_1195,0.95,20
SKG_MT_1203,0.7681818181818182,220
SKG_SA_314,0.8160919540229885,87
SKG_PAR_102,0.8241758241758241,91
SKG_SA_324,0.839622641509434,106
SKG_SA_326,0.8072916666666666,192
SKG_SA_327,0.7842465753424658,292
SKG_MT_717,0.6020408163265306,98
SKG_PAR_99,0.7073170731707317,41
SKG_MT_1223,0.7244897959183674,98
SKG_MT_339,0.7428571428571429,70
SKG_PAR_93,0.7454545454545455,55
SKG_PAR_88,0.6976744186046512,129
SKG_DIA_179,0.8333333333333334,30
SKG_PAR_86,0.7979094076655052,287
SKG_MT_709,0.7435897435897436,117
SKG_SA_367,0.7959183673469388,245
SKG_SA_381,0.6875,96
SKG_DIA_173,0.7848101265822784,79
SKG_MT_364,0.7272727272727273,66
SKG_PAR_76,0.788235294117647,85
SKG_DIA_166,0.7708333333333334,144
SKG_MT_701,0.7272727272727273,66
SKG_DIA_160,0.7386363636363636,88
SKG_SA_411,0.7631578947368421,190
SKG_PAR_68,0.6898148148148148,216
SKG_DIA_156,0.6481481481481481,54
SKG_MT_374,0.7828571428571428,175
SKG_MT_1271,0.7395833333333334,192
SKG_SA_459,0.6341463414634146,82
SKG_MT_377,0.8888888888888888,9
SKG_MT_380,0.7468354430379747,158
SKG_PAR_42,0.7796610169491526,118
SKG_MT_1278,0.7607655502392344,209
SKG_SA_487,0.7375886524822695,141
SKG_SA_488,0.8066666666666666,150
SKG_PAR_39,0.6808510638297872,141
SKG_SA_496,0.7659574468085106,188
SKG_MT_691,0.7111111111111111,180
SKG_MT_393,0.8319327731092437,119
SKG_MT_684,0.6545454545454545,55
SKG_SA_503,0.8031088082901554,193
SKG_PAR_38,0.8666666666666667,90
SKG_MT_1291,0.6041666666666666,96
SKG_DIA_141,0.6407766990291263,103
SKG_DIA_137,0.7637795275590551,127
SKG_MT_403,0.7722772277227723,101
SKG_DIA_128,0.7910447761194029,67
SKG_DIA_127,0.7025641025641025,195
SKG_DIA_9,0.7777777777777778,63
SKG_PAR_4,0.7573529411764706,136
SKG_PAR_0,0.6721311475409836,61
SKG_NLI_12,0.7763975155279503,161
SKG_SA_547,0.6981132075471698,106
SKG_MT_412,0.7254901960784313,153
SKG_SA_549,0.8043478260869565,138
SKG_MT_416,0.9,30
SKG_SA_551,0.8404255319148937,94
SKG_SA_552,0.7151162790697675,172
SKG_MT_672,0.6972477064220184,109
SKG_MT_669,0.7284768211920529,151
SKG_MT_425,0.79,100
SKG_SA_558,0.8235294117647058,34
SKG_NLI_10,0.6985294117647058,136
SKG_SA_584,0.5925925925925926,81
SKG_MT_432,0.76,250
SKG_NLI_4,0.6621621621621622,148
SKG_MT_662,0.7304964539007093,141
SKG_SA_585,0.7156862745098039,102
SKG_MT_659,0.8536585365853658,41
SKG_DIA_120,0.8172043010752689,93
SKG_SA_602,0.7484662576687117,163
SKG_MT_1475,0.7637362637362637,182
SKG_SA_629,0.8064516129032258,31
SKG_DIA_32,0.7604166666666666,192
SKG_DIA_34,0.7457627118644068,118
SKG_SA_631,0.7216494845360825,97
SKG_MT_452,0.7948717948717948,39
SKG_SA_632,0.84,100
SKG_SA_636,0.7951807228915663,83
SKG_MT_1452,0.6310679611650486,103
SKG_SUM_46,0.7538461538461538,130
SKG_MT_1443,0.7222222222222222,72
SKG_MT_1355,0.7901234567901234,81
SKG_SUM_54,0.7315436241610739,149
SKG_MT_1434,0.5909090909090909,66
SKG_MT_1433,0.728,125
SKG_SUM_61,0.7777777777777778,63
SKG_SUM_62,0.8333333333333334,132
SKG_MT_472,0.7657657657657657,111
SKG_MT_473,0.7653061224489796,98
SKG_MT_1369,0.7824074074074074,216
SKG_SUM_69,0.7872340425531915,47
SKG_DIA_89,0.7128205128205128,195
SKG_SUM_93,0.6972477064220184,109
SKG_SUM_100,0.8214285714285714,56
SKG_SUM_102,0.6835443037974683,79
SKG_MT_1372,0.7608695652173914,46
SKG_DIA_77,0.768,125
SKG_SUM_114,0.8260869565217391,92
SKG_DIA_54,0.6666666666666666,126
SKG_MT_1424,0.7837837837837838,222
SKG_MT_604,0.7407407407407407,27
SKG_SUM_117,0.6132075471698113,106
SKG_SUM_120,0.8214285714285714,168
SKG_SUM_122,0.7159090909090909,176
SKG_SUM_132,0.8,60
SKG_MT_589,0.7857142857142857,42
SKG_SUM_133,0.7835051546391752,97
SKG_DIA_58,0.8013698630136986,146
SKG_MT_587,0.8414634146341463,82
SKG_SUM_141,0.8205128205128205,156
SKG_SUM_152,0.7865168539325843,178
SKG_MT_502,0.6304347826086957,92
SKG_MT_505,0.6089743589743589,156
SKG_MT_575,0.7368421052631579,95
SKG_MT_507,0.6875,112
SKG_SUM_158,0.8461538461538461,39
SKG_SUM_163,0.7552447552447552,143
SKG_SUM_164,0.75,160
SKG_MT_566,0.7894736842105263,114
SKG_SUM_165,0.74,50
SKG_SUM_167,0.8302752293577982,218
SKG_MT_516,0.75,4
SKG_SUM_176,0.8529411764705882,68
SKG_MT_559,0.7058823529411765,68
SKG_MT_558,0.6526315789473685,190
SKG_SUM_179,0.7450980392156863,102
SKG_SUM_218,0.75,208
SKG_MT_1417,0.7181818181818181,110
SKG_MT_532,0.6363636363636364,143
SKG_MT_1402,0.7191011235955056,89
SKG_MT_540,0.7818181818181819,55
SKG_MT_1350,0.7294117647058823,85
SKG_SUM_21,0.6600985221674877,203
SKG_MT_539,0.7555555555555555,45
SKG_SUM_220,0.62,50
SKG_SUM_213,0.7463768115942029,138
SKG_MT_548,0.7333333333333333,15
SKG_MT_552,0.6433566433566433,143
SKG_MT_556,0.5795454545454546,176
SKG_SUM_210,0.7532467532467533,154
SKG_SUM_207,0.8169014084507042,71
SKG_MT_522,0.7659574468085106,47
SKG_SUM_202,0.8333333333333334,72
SKG_MT_519,0.7843137254901961,102
SKG_SUM_201,0.6909090909090909,165
SKG_MT_561,0.7731958762886598,194
SKG_MT_562,0.6428571428571429,140
SKG_MT_511,0.824,125
SKG_SUM_200,0.6381578947368421,152
SKG_MT_570,0.841025641025641,195
SKG_SUM_183,0.8333333333333334,126
SKG_MT_508,0.782608695652174,138
SKG_MT_506,0.6547619047619048,84
SKG_MT_577,0.625,56
SKG_MT_580,0.7894736842105263,38
SKG_SUM_182,0.7439024390243902,164
SKG_MT_501,0.7134146341463414,164
SKG_SUM_169,0.6836734693877551,196
SKG_SUM_168,0.768,125
SKG_SUM_161,0.6935483870967742,124
SKG_SUM_159,0.8238095238095238,210
SKG_MT_597,0.7124183006535948,153
SKG_MT_485,0.6582278481012658,158
SKG_MT_602,0.7171717171717171,99
SKG_SUM_156,0.7575757575757576,132
SKG_MT_482,0.6568627450980392,102
SKG_SUM_153,0.6666666666666666,27
SKG_MT_608,0.7948717948717948,78
SKG_MT_609,0.6888888888888889,180
SKG_SUM_149,0.704,125
SKG_SUM_137,0.8352941176470589,85
SKG_SUM_127,0.6935483870967742,124
SKG_SUM_126,0.0,31
SKG_SUM_125,0.6264367816091954,174
SKG_SUM_124,0.8717948717948718,117
SKG_MT_470,0.7642276422764228,123
SKG_MT_616,0.7023255813953488,215
SKG_MT_618,0.6167664670658682,167
SKG_MT_621,0.6428571428571429,112
SKG_MT_626,0.7205882352941176,68
SKG_SUM_115,0.7477477477477478,111
SKG_SUM_112,0.7317073170731707,164
SKG_SUM_101,0.7094594594594594,148
SKG_SUM_96,0.782608695652174,161
SKG_MT_640,0.6541353383458647,133
SKG_SUM_95,0.7437185929648241,199
SKG_MT_454,0.784688995215311,209
SKG_MT_649,0.7638888888888888,216
SKG_SUM_94,0.8645833333333334,96
SKG_MT_444,0.603448275862069,174
SKG_SUM_91,0.680672268907563,119
SKG_MT_654,0.7435897435897436,78
SKG_MT_655,0.6707317073170732,82
SKG_SUM_89,0.77,100
SKG_MT_439,0.7857142857142857,196
SKG_SUM_79,0.75,160
SKG_SUM_73,0.7457627118644068,59
SKG_SUM_58,0.691358024691358,81
SKG_SUM_57,0.6774193548387096,155
SKG_MT_424,0.7605633802816901,142
SKG_MT_419,0.7845303867403315,181
SKG_MT_674,0.6788321167883211,137
SKG_SUM_51,0.735,200
SKG_MT_414,0.7142857142857143,84
SKG_MT_411,0.7571428571428571,70
SKG_MT_683,0.6363636363636364,22
SKG_SUM_47,0.8378378378378378,37
SKG_SUM_37,0.7,30
SKG_SUM_31,0.7604562737642585,263
SKG_MT_687,0.7636363636363637,220
SKG_MT_690,0.6756756756756757,74
SKG_SUM_30,0.7741935483870968,93
SKG_SA_15,0.4007220216606498,277
SKG_MT_696,0.7341772151898734,79
SKG_SA_11,0.7130044843049327,223
SKG_SA_0,0.8058252427184466,103
SKG_SA_628,0.7518248175182481,137
SKG_SA_623,0.7849462365591398,93
SKG_MT_367,0.6805555555555556,72
SKG_MT_702,0.7169811320754716,53
SKG_MT_703,0.6694214876033058,121
SKG_MT_366,0.7100591715976331,169
SKG_SA_610,0.6544117647058824,272
SKG_SA_598,0.7525773195876289,97
SKG_MT_353,0.5,16
SKG_MT_347,0.7586206896551724,29
SKG_SA_587,0.7741935483870968,31
SKG_SA_581,0.6341463414634146,164
SKG_MT_336,0.6970954356846473,241
SKG_SA_576,0.7834394904458599,157
SKG_MT_721,0.7336956521739131,184
SKG_MT_334,0.7608695652173914,92
SKG_SA_555,0.8571428571428571,21
SKG_SA_553,0.0,134
SKG_MT_328,0.6372549019607843,102
SKG_MT_322,0.8333333333333334,72
SKG_SA_543,0.6971830985915493,142
SKG_SA_541,0.7037037037037037,135
SKG_SA_525,0.7132867132867133,143
SKG_MT_307,0.7169811320754716,53
SKG_MT_303,0.7027027027027027,74
SKG_MT_298,0.6494845360824743,97
SKG_MT_292,0.7092198581560284,141
SKG_MT_276,0.6872427983539094,243
SKG_MT_271,0.7215189873417721,79
SKG_SA_521,0.6428571428571429,98
SKG_SA_516,0.6587301587301587,252
SKG_SA_479,0.7388059701492538,134
SKG_MT_750,0.6728395061728395,162
SKG_MT_751,0.7565217391304347,115
SKG_SA_464,0.7435897435897436,156
SKG_MT_756,0.7522935779816514,109
SKG_SA_455,0.6956521739130435,230
SKG_MT_263,0.7077922077922078,154
SKG_MT_261,0.7792207792207793,154
SKG_SA_446,0.7580645161290323,124
SKG_MT_761,0.7788944723618091,199
SKG_MT_765,0.8048780487804879,82
SKG_SA_444,0.6756756756756757,111
SKG_SA_440,0.7582417582417582,182
SKG_MT_253,0.803921568627451,51
SKG_MT_251,0.6436781609195402,87
SKG_SA_436,0.75,204
SKG_MT_249,0.7528089887640449,89
SKG_MT_773,0.6,10
SKG_SA_399,0.776,125
SKG_SA_394,0.69377990430622,209
SKG_SA_392,0.7745098039215687,102
SKG_MT_248,0.6764705882352942,102
SKG_MT_780,0.7241379310344828,29
SKG_SA_383,0.7547892720306514,261
SKG_MT_242,0.625,48
SKG_MT_783,0.875,8
SKG_SA_378,0.7477477477477478,111
SKG_MT_235,0.754601226993865,163
SKG_MT_232,0.7419354838709677,155
SKG_MT_792,0.6692913385826772,127
SKG_SA_376,0.7553956834532374,139
SKG_SA_357,0.7242990654205608,214
SKG_MT_804,0.6582278481012658,79
SKG_MT_808,0.7913043478260869,115
SKG_SA_348,0.7105263157894737,38
SKG_MT_222,0.7164179104477612,67
SKG_MT_214,0.6842105263157895,133
SKG_MT_213,0.8037383177570093,107
SKG_SA_337,0.6717171717171717,198
SKG_SA_328,0.84375,32
SKG_SA_303,0.8145695364238411,151
SKG_MT_202,0.6928571428571428,140
SKG_SA_302,0.7348484848484849,132
SKG_MT_189,0.7924528301886793,159
SKG_SA_300,0.7586206896551724,116
SKG_SA_297,0.668918918918919,148
SKG_SA_294,0.7553956834532374,139
SKG_SA_279,0.8378378378378378,37
SKG_MT_172,0.6666666666666666,102
SKG_SA_272,0.6610169491525424,59
SKG_SA_271,0.6056338028169014,142
SKG_SA_267,0.7445255474452555,137
SKG_MT_830,0.7670454545454546,176
SKG_SA_236,0.782608695652174,46
SKG_SA_218,0.7245508982035929,167
SKG_SA_216,0.5833333333333334,36
SKG_SA_208,0.7384615384615385,195
SKG_MT_159,0.7307692307692307,156
SKG_MT_837,0.7829457364341085,129
SKG_MT_154,0.8271028037383178,214
SKG_SA_200,0.7121212121212122,132
SKG_MT_843,0.7473684210526316,190
SKG_SA_189,0.8571428571428571,28
SKG_SA_159,0.6857142857142857,70
SKG_MT_846,0.8289473684210527,76
SKG_SA_147,0.772972972972973,185
SKG_SA_141,0.7065217391304348,92
SKG_MT_142,0.7757009345794392,107
SKG_MT_852,0.7730496453900709,141
SKG_SA_139,0.7,80
SKG_MT_856,0.7246376811594203,69
SKG_MT_857,0.7323943661971831,142
SKG_SA_134,0.6428571428571429,154
SKG_SA_101,0.6106194690265486,113
SKG_SA_92,0.7037037037037037,108
SKG_MT_864,0.7451923076923077,208
SKG_SA_49,0.7117903930131004,229
SKG_MT_134,0.7864077669902912,206
SKG_MT_130,0.6296296296296297,108
SKG_MT_871,0.639344262295082,122
SKG_MT_128,0.7101449275362319,69
SKG_MT_125,0.49230769230769234,65
SKG_SA_39,0.7388888888888889,180
SKG_MT_875,0.7225806451612903,155
SKG_MT_876,0.743801652892562,242
SKG_MT_883,0.7477477477477478,111
SKG_SA_38,0.8097345132743363,226
SKG_SA_35,0.6923076923076923,52
SKG_SA_27,0.6550218340611353,229
SKG_MT_113,0.7523809523809524,105
SKG_MT_896,0.6507936507936508,126
SKG_MT_111,0.6844919786096256,187
SKG_MT_902,0.7022900763358778,131
SKG_MT_904,0.6770186335403726,161
SKG_MT_106,0.6846846846846847,111
SKG_MT_101,0.7413793103448276,116
SKG_QA_11,0.7142857142857143,301
SKG_MT_98,0.695364238410596,151
SKG_MT_918,0.7572815533980582,103
SKG_MT_95,0.7048192771084337,166
SKG_MT_921,0.7349397590361446,83
SKG_MT_90,0.6578947368421053,114
SKG_QA_489,0.8688524590163934,183
SKG_MT_933,0.6290322580645161,62
SKG_MT_75,0.7622950819672131,244
SKG_MT_935,0.6551724137931034,58
SKG_QA_482,0.8344827586206897,145
SKG_QA_484,0.8333333333333334,6
SKG_QA_481,0.7739130434782608,115
SKG_MT_73,0.6702127659574468,94
SKG_MT_70,0.7848101265822784,237
SKG_QA_475,0.7659574468085106,94
SKG_QA_473,0.6785714285714286,196
SKG_MT_951,0.7428571428571429,140
SKG_MT_68,0.6,100
SKG_MT_953,0.76,225
SKG_MT_67,0.6194690265486725,113
SKG_QA_466,0.8034934497816594,229
SKG_MT_60,0.8059701492537313,134
SKG_QA_457,0.6947368421052632,95
SKG_QA_454,0.6896551724137931,116
SKG_QA_452,0.5955056179775281,89
SKG_MT_970,0.6224489795918368,98
SKG_QA_449,0.732484076433121,157
SKG_MT_50,0.8032786885245902,61
SKG_MT_43,0.6888888888888889,45
SKG_QA_447,0.7966101694915254,118
SKG_QA_440,0.7674418604651163,43
SKG_QA_403,0.7115384615384616,104
SKG_QA_401,0.7982456140350878,114
