entity_id,name,domain,first_year,origin_domain,origin_year
E_2290dc931c,advantage,QA,2018.0,MT,2010.0
E_2290dc931c,advantage,SUM,2018.0,MT,2010.0
E_2290dc931c,advantage,DIA,2020.0,MT,2010.0
E_229e5b1363,roberta,SUM,2014.0,SUM,2014.0
E_229e5b1363,roberta,DIA,2020.0,SUM,2014.0
E_229e5b1363,roberta,MT,2020.0,SUM,2014.0
E_229e5b1363,roberta,QA,2020.0,SUM,2014.0
E_229e5b1363,roberta,SA,2020.0,SUM,2014.0
E_22fa872bed,all cases,MT,2010.0,MT,2010.0
E_22fa872bed,all cases,SUM,2011.0,MT,2010.0
E_22fa872bed,all cases,QA,2012.0,MT,2010.0
E_22fa872bed,all cases,SA,2012.0,MT,2010.0
E_22fa872bed,all cases,DIA,2018.0,MT,2010.0
E_23b79ae0fc,individual,MT,2019.0,MT,2019.0
E_23b79ae0fc,individual,DIA,2022.0,MT,2019.0
E_23b79ae0fc,individual,SA,2022.0,MT,2019.0
E_23b79ae0fc,individual,SUM,2022.0,MT,2019.0
E_23b79ae0fc,individual,QA,2023.0,MT,2019.0
E_23d13b7dda,computational,DIA,2022.0,QA,2022.0
E_23d13b7dda,computational,MT,2022.0,QA,2022.0
E_23d13b7dda,computational,QA,2022.0,QA,2022.0
E_23d13b7dda,computational,SA,2022.0,QA,2022.0
E_23d13b7dda,computational,SUM,2022.0,QA,2022.0
E_23eeeb4347,python,MT,2011.0,MT,2011.0
E_23eeeb4347,python,SA,2016.0,MT,2011.0
E_23eeeb4347,python,DIA,2017.0,MT,2011.0
E_23eeeb4347,python,QA,2018.0,MT,2011.0
E_240bf022e6,pattern,SUM,2019.0,SUM,2019.0
E_240bf022e6,pattern,MT,2022.0,SUM,2019.0
E_240bf022e6,pattern,QA,2022.0,SUM,2019.0
E_240bf022e6,pattern,SA,2022.0,SUM,2019.0
E_240bf022e6,pattern,DIA,2023.0,SUM,2019.0
E_243bbdfb5f,cross-entropy loss,SUM,2014.0,SUM,2014.0
E_243bbdfb5f,cross-entropy loss,SA,2016.0,SUM,2014.0
E_243bbdfb5f,cross-entropy loss,QA,2018.0,SUM,2014.0
E_243bbdfb5f,cross-entropy loss,MT,2019.0,SUM,2014.0
E_243bbdfb5f,cross-entropy loss,DIA,2021.0,SUM,2014.0
E_2593c7ce3f,characters,MT,2017.0,QA,2017.0
E_2593c7ce3f,characters,QA,2017.0,QA,2017.0
E_2593c7ce3f,characters,DIA,2019.0,QA,2017.0
E_2593c7ce3f,characters,SA,2019.0,QA,2017.0
E_25a9ac406a,learning,MT,2012.0,MT,2012.0
E_25a9ac406a,learning,SA,2013.0,MT,2012.0
E_25a9ac406a,learning,DIA,2014.0,MT,2012.0
E_25a9ac406a,learning,QA,2015.0,MT,2012.0
E_25a9ac406a,learning,SUM,2018.0,MT,2012.0
E_25d7186fe5,tokens,SA,2013.0,SA,2013.0
E_25d7186fe5,tokens,DIA,2016.0,SA,2013.0
E_25d7186fe5,tokens,MT,2018.0,SA,2013.0
E_25d7186fe5,tokens,QA,2019.0,SA,2013.0
E_25d7186fe5,tokens,SUM,2019.0,SA,2013.0
E_2617c9384e,relation,QA,2018.0,QA,2018.0
E_2617c9384e,relation,DIA,2019.0,QA,2018.0
E_2617c9384e,relation,SA,2019.0,QA,2018.0
E_2617c9384e,relation,MT,2022.0,QA,2018.0
E_2690afa08d,hallucination,QA,2020.0,QA,2020.0
E_2690afa08d,hallucination,SUM,2020.0,QA,2020.0
E_2690afa08d,hallucination,DIA,2021.0,QA,2020.0
E_2690afa08d,hallucination,MT,2021.0,QA,2020.0
E_2690afa08d,hallucination,SA,2023.0,QA,2020.0
E_26b518942d,both test sets,MT,2011.0,MT,2011.0
E_26b518942d,both test sets,QA,2016.0,MT,2011.0
E_26b518942d,both test sets,SUM,2019.0,MT,2011.0
E_26b518942d,both test sets,DIA,2020.0,MT,2011.0
E_26f4688fc8,source sentence,MT,2010.0,MT,2010.0
E_26f4688fc8,source sentence,SUM,2019.0,MT,2010.0
E_26f4688fc8,source sentence,QA,2020.0,MT,2010.0
E_2742965565,springer nature remains,DIA,2022.0,DIA,2022.0
E_2742965565,springer nature remains,MT,2022.0,DIA,2022.0
E_2742965565,springer nature remains,QA,2022.0,DIA,2022.0
E_2742965565,springer nature remains,SA,2022.0,DIA,2022.0
E_2742965565,springer nature remains,SUM,2022.0,DIA,2022.0
E_2753d68b08,on par,MT,2010.0,MT,2010.0
E_2753d68b08,on par,SUM,2010.0,MT,2010.0
E_2753d68b08,on par,QA,2016.0,MT,2010.0
E_2753d68b08,on par,DIA,2020.0,MT,2010.0
E_276b2fd681,multilingual models,MT,2012.0,MT,2012.0
E_276b2fd681,multilingual models,QA,2020.0,MT,2012.0
E_276b2fd681,multilingual models,DIA,2021.0,MT,2012.0
E_27fa8345c4,best score,MT,2010.0,MT,2010.0
E_27fa8345c4,best score,SUM,2014.0,MT,2010.0
E_27fa8345c4,best score,SA,2016.0,MT,2010.0
E_27fa8345c4,best score,DIA,2019.0,MT,2010.0
E_27fa8345c4,best score,QA,2019.0,MT,2010.0
E_2809e9846f,comparably,MT,2012.0,MT,2012.0
E_2809e9846f,comparably,QA,2013.0,MT,2012.0
E_2809e9846f,comparably,SUM,2014.0,MT,2012.0
E_2809e9846f,comparably,SA,2015.0,MT,2012.0
E_2809e9846f,comparably,DIA,2020.0,MT,2012.0
E_282fabc3aa,reduced,MT,2010.0,MT,2010.0
E_282fabc3aa,reduced,SUM,2010.0,MT,2010.0
E_282fabc3aa,reduced,QA,2020.0,MT,2010.0
E_282fabc3aa,reduced,DIA,2021.0,MT,2010.0
E_282fabc3aa,reduced,SA,2021.0,MT,2010.0
E_2840180493,technical,DIA,2022.0,DIA,2022.0
E_2840180493,technical,MT,2022.0,DIA,2022.0
E_2840180493,technical,QA,2022.0,DIA,2022.0
E_2840180493,technical,SA,2022.0,DIA,2022.0
E_2840180493,technical,SUM,2022.0,DIA,2022.0
E_2887dc3eae,metabolic,DIA,2022.0,DIA,2022.0
E_2887dc3eae,metabolic,MT,2022.0,DIA,2022.0
E_2887dc3eae,metabolic,QA,2022.0,DIA,2022.0
E_2887dc3eae,metabolic,SUM,2022.0,DIA,2022.0
E_28b6be3814,transforming,DIA,2022.0,DIA,2022.0
E_28b6be3814,transforming,MT,2022.0,DIA,2022.0
E_28b6be3814,transforming,SUM,2022.0,DIA,2022.0
E_28b6be3814,transforming,QA,2023.0,DIA,2022.0
E_28b6be3814,transforming,SA,2023.0,DIA,2022.0
E_28e523fa71,weight decay,MT,2014.0,MT,2014.0
E_28e523fa71,weight decay,SA,2016.0,MT,2014.0
E_28e523fa71,weight decay,QA,2018.0,MT,2014.0
E_28e523fa71,weight decay,DIA,2019.0,MT,2014.0
E_294f73b2e1,is licensed under,DIA,2022.0,DIA,2022.0
E_294f73b2e1,is licensed under,MT,2022.0,DIA,2022.0
E_294f73b2e1,is licensed under,QA,2022.0,DIA,2022.0
E_294f73b2e1,is licensed under,SA,2022.0,DIA,2022.0
E_294f73b2e1,is licensed under,SUM,2022.0,DIA,2022.0
E_296f9d4cda,authors',DIA,2022.0,SUM,2022.0
E_296f9d4cda,authors',MT,2022.0,SUM,2022.0
E_296f9d4cda,authors',QA,2022.0,SUM,2022.0
E_296f9d4cda,authors',SA,2022.0,SUM,2022.0
E_296f9d4cda,authors',SUM,2022.0,SUM,2022.0
E_2bd9c0ed00,automatic,MT,2011.0,MT,2011.0
E_2bd9c0ed00,automatic,DIA,2022.0,MT,2011.0
E_2bd9c0ed00,automatic,QA,2022.0,MT,2011.0
E_2bd9c0ed00,automatic,SA,2022.0,MT,2011.0
E_2bd9c0ed00,automatic,SUM,2022.0,MT,2011.0
E_2c065d7d15,rethinking,DIA,2022.0,DIA,2022.0
E_2c065d7d15,rethinking,MT,2022.0,DIA,2022.0
E_2c065d7d15,rethinking,QA,2022.0,DIA,2022.0
E_2c065d7d15,rethinking,SUM,2022.0,DIA,2022.0
E_2c065d7d15,rethinking,SA,2023.0,DIA,2022.0
E_2c6a396009,significantly outperformed,SA,2010.0,SA,2010.0
E_2c6a396009,significantly outperformed,SUM,2010.0,SA,2010.0
E_2c6a396009,significantly outperformed,MT,2013.0,SA,2010.0
E_2c6a396009,significantly outperformed,QA,2013.0,SA,2010.0
E_2c6a396009,significantly outperformed,DIA,2017.0,SA,2010.0
E_2c6ee24b09,openai,DIA,2023.0,SUM,2023.0
E_2c6ee24b09,openai,MT,2023.0,SUM,2023.0
E_2c6ee24b09,openai,QA,2023.0,SUM,2023.0
E_2c6ee24b09,openai,SA,2023.0,SUM,2023.0
E_2c6ee24b09,openai,SUM,2023.0,SUM,2023.0
E_2cbc8352e6,metric,MT,2010.0,MT,2010.0
E_2cbc8352e6,metric,SUM,2012.0,MT,2010.0
E_2cbc8352e6,metric,SA,2019.0,MT,2010.0
E_2cbc8352e6,metric,DIA,2020.0,MT,2010.0
E_2cbc8352e6,metric,QA,2023.0,MT,2010.0
E_2ce5d6ff54,version contains supplementary,DIA,2022.0,DIA,2022.0
E_2ce5d6ff54,version contains supplementary,MT,2022.0,DIA,2022.0
E_2ce5d6ff54,version contains supplementary,QA,2022.0,DIA,2022.0
E_2ce5d6ff54,version contains supplementary,SA,2022.0,DIA,2022.0
E_2ce5d6ff54,version contains supplementary,SUM,2022.0,DIA,2022.0
E_2d33a13c3f,attention model,MT,2016.0,SA,2016.0
E_2d33a13c3f,attention model,SA,2016.0,SA,2016.0
E_2d33a13c3f,attention model,SUM,2019.0,SA,2016.0
E_2d56c84e16,initialization,MT,2015.0,MT,2015.0
E_2d56c84e16,initialization,SA,2016.0,MT,2015.0
E_2d56c84e16,initialization,QA,2018.0,MT,2015.0
E_2d56c84e16,initialization,SUM,2018.0,MT,2015.0
E_2d56c84e16,initialization,DIA,2020.0,MT,2015.0
E_2e2dd8e3ac,svm classifier,MT,2011.0,MT,2011.0
E_2e2dd8e3ac,svm classifier,SA,2011.0,MT,2011.0
E_2e2dd8e3ac,svm classifier,QA,2015.0,MT,2011.0
E_2e2dd8e3ac,svm classifier,DIA,2017.0,MT,2011.0
E_2e5bc8831f,multimedia,SA,2022.0,SA,2022.0
E_2e5bc8831f,multimedia,DIA,2023.0,SA,2022.0
E_2e5bc8831f,multimedia,MT,2023.0,SA,2022.0
E_2e5bc8831f,multimedia,QA,2023.0,SA,2022.0
E_2e5bc8831f,multimedia,SUM,2023.0,SA,2022.0
E_2e7e966c22,of covid -,DIA,2022.0,DIA,2022.0
E_2e7e966c22,of covid -,QA,2022.0,DIA,2022.0
E_2e7e966c22,of covid -,SA,2022.0,DIA,2022.0
E_2ea704fac2,best system,MT,2010.0,MT,2010.0
E_2ea704fac2,best system,SA,2013.0,MT,2010.0
E_2ea704fac2,best system,SUM,2016.0,MT,2010.0
E_2ea704fac2,best system,QA,2017.0,MT,2010.0
E_2ed18fafe4,translations,MT,2010.0,MT,2010.0
E_2ed18fafe4,translations,SA,2015.0,MT,2010.0
E_2f44417567,before,DIA,2022.0,DIA,2022.0
E_2f44417567,before,MT,2022.0,DIA,2022.0
E_2f44417567,before,QA,2022.0,DIA,2022.0
E_2f44417567,before,SA,2022.0,DIA,2022.0
E_2f44417567,before,SUM,2022.0,DIA,2022.0
E_2f49410d21,residual connections,MT,2017.0,MT,2017.0
E_2f49410d21,residual connections,DIA,2019.0,MT,2017.0
E_2f94580a55,three datasets,MT,2015.0,SA,2015.0
E_2f94580a55,three datasets,SA,2015.0,SA,2015.0
E_2f94580a55,three datasets,QA,2017.0,SA,2015.0
E_2f94580a55,three datasets,DIA,2021.0,SA,2015.0
E_2f94580a55,three datasets,SUM,2021.0,SA,2015.0
E_2fa47f7c65,length,SUM,2013.0,SUM,2013.0
E_2fa47f7c65,length,MT,2015.0,SUM,2013.0
E_2fa47f7c65,length,SA,2016.0,SUM,2013.0
E_2fa47f7c65,length,QA,2017.0,SUM,2013.0
E_2fa47f7c65,length,DIA,2019.0,SUM,2013.0
E_2ff744558a,all three datasets,SA,2015.0,SA,2015.0
E_2ff744558a,all three datasets,QA,2018.0,SA,2015.0
E_2ff744558a,all three datasets,DIA,2020.0,SA,2015.0
E_2ff744558a,all three datasets,SUM,2020.0,SA,2015.0
E_303e43210f,improving,QA,2011.0,QA,2011.0
E_303e43210f,improving,SA,2011.0,QA,2011.0
E_303e43210f,improving,MT,2013.0,QA,2011.0
E_303e43210f,improving,SUM,2019.0,QA,2011.0
E_303e43210f,improving,DIA,2020.0,QA,2011.0
E_308319a5ba,comprehensive,DIA,2022.0,SA,2022.0
E_308319a5ba,comprehensive,MT,2022.0,SA,2022.0
E_308319a5ba,comprehensive,QA,2022.0,SA,2022.0
E_308319a5ba,comprehensive,SA,2022.0,SA,2022.0
E_308319a5ba,comprehensive,SUM,2022.0,SA,2022.0
E_3086ea91bd,dropout rate,SA,2016.0,SA,2016.0
E_3086ea91bd,dropout rate,DIA,2017.0,SA,2016.0
E_3086ea91bd,dropout rate,MT,2017.0,SA,2016.0
E_3086ea91bd,dropout rate,QA,2017.0,SA,2016.0
E_3086ea91bd,dropout rate,SUM,2019.0,SA,2016.0
E_30cac4fe05,synthetic data,MT,2016.0,MT,2016.0
E_30cac4fe05,synthetic data,QA,2019.0,MT,2016.0
E_30cac4fe05,synthetic data,SA,2020.0,MT,2016.0
E_30e1c7a162,consistent improvements,MT,2010.0,MT,2010.0
E_30e1c7a162,consistent improvements,SA,2014.0,MT,2010.0
E_30e1c7a162,consistent improvements,QA,2019.0,MT,2010.0
E_30e1c7a162,consistent improvements,DIA,2020.0,MT,2010.0
E_31467667d6,classification accuracy,MT,2010.0,MT,2010.0
E_31467667d6,classification accuracy,DIA,2011.0,MT,2010.0
E_31467667d6,classification accuracy,SA,2011.0,MT,2010.0
E_31467667d6,classification accuracy,QA,2017.0,MT,2010.0
E_314f521658,baseline system,MT,2010.0,MT,2010.0
E_314f521658,baseline system,QA,2013.0,MT,2010.0
E_314f521658,baseline system,SA,2018.0,MT,2010.0
E_314f521658,baseline system,DIA,2020.0,MT,2010.0
E_3152a436c0,strong baseline,MT,2010.0,MT,2010.0
E_3152a436c0,strong baseline,SA,2012.0,MT,2010.0
E_3152a436c0,strong baseline,SUM,2015.0,MT,2010.0
E_3152a436c0,strong baseline,DIA,2019.0,MT,2010.0
E_3152a436c0,strong baseline,QA,2019.0,MT,2010.0
E_3190dbf13b,competition,SA,2014.0,SA,2014.0
E_3190dbf13b,competition,MT,2016.0,SA,2014.0
E_3190dbf13b,competition,QA,2016.0,SA,2014.0
E_3190dbf13b,competition,SUM,2022.0,SA,2014.0
E_3190dbf13b,competition,DIA,2023.0,SA,2014.0
E_31b67e60c7,multi-task learning,MT,2013.0,MT,2013.0
E_31b67e60c7,multi-task learning,SA,2016.0,MT,2013.0
E_31b67e60c7,multi-task learning,SUM,2018.0,MT,2013.0
E_31b67e60c7,multi-task learning,DIA,2019.0,MT,2013.0
E_31b67e60c7,multi-task learning,QA,2019.0,MT,2013.0
E_3200471517,machine translation,MT,2010.0,MT,2010.0
E_3200471517,machine translation,SUM,2014.0,MT,2010.0
E_3200471517,machine translation,SA,2018.0,MT,2010.0
E_3200471517,machine translation,QA,2019.0,MT,2010.0
E_3254163a50,adversarial,DIA,2020.0,DIA,2020.0
E_3254163a50,adversarial,MT,2020.0,DIA,2020.0
E_3254163a50,adversarial,QA,2022.0,DIA,2020.0
E_3254163a50,adversarial,SA,2022.0,DIA,2020.0
E_32b65b2e76,quantitative,DIA,2022.0,SUM,2022.0
E_32b65b2e76,quantitative,MT,2022.0,SUM,2022.0
E_32b65b2e76,quantitative,QA,2022.0,SUM,2022.0
E_32b65b2e76,quantitative,SA,2022.0,SUM,2022.0
E_32b65b2e76,quantitative,SUM,2022.0,SUM,2022.0
E_32e4306ff7,altered,DIA,2022.0,DIA,2022.0
E_32e4306ff7,altered,MT,2022.0,DIA,2022.0
E_32e4306ff7,altered,QA,2022.0,DIA,2022.0
E_32e4306ff7,altered,SUM,2022.0,DIA,2022.0
E_32fec28136,mathematical,MT,2022.0,MT,2022.0
E_32fec28136,mathematical,SA,2022.0,MT,2022.0
E_32fec28136,mathematical,DIA,2023.0,MT,2022.0
E_32fec28136,mathematical,QA,2023.0,MT,2022.0
E_32fec28136,mathematical,SUM,2023.0,MT,2022.0
E_333aba968c,optimization,MT,2013.0,MT,2013.0
E_333aba968c,optimization,SA,2013.0,MT,2013.0
E_333aba968c,optimization,QA,2016.0,MT,2013.0
E_333aba968c,optimization,DIA,2018.0,MT,2013.0
E_333aba968c,optimization,SUM,2019.0,MT,2013.0
E_3368e6b8ea,reducing,DIA,2020.0,DIA,2020.0
E_3368e6b8ea,reducing,MT,2021.0,DIA,2020.0
E_3368e6b8ea,reducing,QA,2021.0,DIA,2020.0
E_3368e6b8ea,reducing,SA,2021.0,DIA,2020.0
E_3368e6b8ea,reducing,SUM,2023.0,DIA,2020.0
E_339713c8df,state of the art,SA,2013.0,SA,2013.0
E_339713c8df,state of the art,MT,2015.0,SA,2013.0
E_339713c8df,state of the art,QA,2016.0,SA,2013.0
E_339713c8df,state of the art,DIA,2018.0,SA,2013.0
E_339713c8df,state of the art,SUM,2020.0,SA,2013.0
E_33c0478b99,improve,MT,2010.0,MT,2010.0
E_33c0478b99,improve,DIA,2011.0,MT,2010.0
E_33c0478b99,improve,QA,2011.0,MT,2010.0
E_33c0478b99,improve,SA,2013.0,MT,2010.0
E_33c0478b99,improve,SUM,2013.0,MT,2010.0
E_33cad6fc55,wide margin,QA,2013.0,QA,2013.0
E_33cad6fc55,wide margin,SUM,2016.0,QA,2013.0
E_33cad6fc55,wide margin,SA,2019.0,QA,2013.0
E_33cad6fc55,wide margin,DIA,2020.0,QA,2013.0
E_344af2e428,competitively,MT,2011.0,MT,2011.0
E_344af2e428,competitively,SUM,2014.0,MT,2011.0
E_344af2e428,competitively,SA,2015.0,MT,2011.0
E_344af2e428,competitively,QA,2020.0,MT,2011.0
E_344af2e428,competitively,DIA,2021.0,MT,2011.0
E_347cd68a17,comparison,QA,2016.0,QA,2016.0
E_347cd68a17,comparison,MT,2019.0,QA,2016.0
E_347cd68a17,comparison,DIA,2021.0,QA,2016.0
E_347cd68a17,comparison,SA,2022.0,QA,2016.0
E_3508e2114c,emergent,SA,2022.0,SA,2022.0
E_3508e2114c,emergent,DIA,2023.0,SA,2022.0
E_3508e2114c,emergent,MT,2023.0,SA,2022.0
E_3508e2114c,emergent,QA,2023.0,SA,2022.0
E_3508e2114c,emergent,SUM,2023.0,SA,2022.0
E_3521d4ef72,pre-trained model,MT,2018.0,MT,2018.0
E_3521d4ef72,pre-trained model,SA,2018.0,MT,2018.0
E_3521d4ef72,pre-trained model,QA,2019.0,MT,2018.0
E_3521d4ef72,pre-trained model,DIA,2020.0,MT,2018.0
E_3521d4ef72,pre-trained model,SUM,2021.0,MT,2018.0
E_3549d284a1,more robust,MT,2012.0,MT,2012.0
E_3549d284a1,more robust,QA,2016.0,MT,2012.0
E_3549d284a1,more robust,DIA,2018.0,MT,2012.0
E_3549d284a1,more robust,SA,2019.0,MT,2012.0
E_3549d284a1,more robust,SUM,2021.0,MT,2012.0
E_358dbc9e59,base model,MT,2016.0,SA,2016.0
E_358dbc9e59,base model,SA,2016.0,SA,2016.0
E_358dbc9e59,base model,DIA,2017.0,SA,2016.0
E_358dbc9e59,base model,SUM,2018.0,SA,2016.0
E_358dbc9e59,base model,QA,2021.0,SA,2016.0
E_36cc2aa531,degrades,MT,2011.0,MT,2011.0
E_36cc2aa531,degrades,QA,2018.0,MT,2011.0
E_36cc2aa531,degrades,SA,2018.0,MT,2011.0
E_36cc2aa531,degrades,DIA,2021.0,MT,2011.0
E_36cc2aa531,degrades,SUM,2021.0,MT,2011.0
E_36cd38f49b,source,MT,2013.0,MT,2013.0
E_36cd38f49b,source,SUM,2018.0,MT,2013.0
E_36cd38f49b,source,DIA,2022.0,MT,2013.0
E_36cd38f49b,source,QA,2022.0,MT,2013.0
E_36cd38f49b,source,SA,2022.0,MT,2013.0
E_36fa3a193d,social,DIA,2022.0,SA,2022.0
E_36fa3a193d,social,MT,2022.0,SA,2022.0
E_36fa3a193d,social,QA,2022.0,SA,2022.0
E_36fa3a193d,social,SA,2022.0,SA,2022.0
E_36fa3a193d,social,SUM,2022.0,SA,2022.0
E_36fb6f5cc3,decoding speed,MT,2011.0,MT,2011.0
E_36fb6f5cc3,decoding speed,DIA,2019.0,MT,2011.0
E_3711252c35,all metrics,MT,2011.0,MT,2011.0
E_3711252c35,all metrics,SUM,2012.0,MT,2011.0
E_3711252c35,all metrics,DIA,2016.0,MT,2011.0
E_3711252c35,all metrics,QA,2016.0,MT,2011.0
E_3711252c35,all metrics,SA,2019.0,MT,2011.0
E_37a5612413,mini-batch size,MT,2013.0,MT,2013.0
E_37a5612413,mini-batch size,QA,2016.0,MT,2013.0
E_37a5612413,mini-batch size,SA,2016.0,MT,2013.0
E_37a5612413,mini-batch size,DIA,2017.0,MT,2013.0
E_37a5612413,mini-batch size,SUM,2018.0,MT,2013.0
E_37c3450b66,advanced,DIA,2022.0,DIA,2022.0
E_37c3450b66,advanced,MT,2022.0,DIA,2022.0
E_37c3450b66,advanced,QA,2022.0,DIA,2022.0
E_37c3450b66,advanced,SUM,2022.0,DIA,2022.0
E_37c3450b66,advanced,SA,2023.0,DIA,2022.0
E_3853c37232,minibatch size,DIA,2017.0,MT,2017.0
E_3853c37232,minibatch size,MT,2017.0,MT,2017.0
E_3853c37232,minibatch size,SA,2018.0,MT,2017.0
E_3853c37232,minibatch size,QA,2019.0,MT,2017.0
E_385aa5385e,phrase,MT,2013.0,SA,2013.0
E_385aa5385e,phrase,SA,2013.0,SA,2013.0
E_385aa5385e,phrase,QA,2019.0,SA,2013.0
E_385aa5385e,phrase,DIA,2023.0,SA,2013.0
E_385aa5385e,phrase,SUM,2023.0,SA,2013.0
E_386bba5a5d,primary,DIA,2022.0,QA,2022.0
E_386bba5a5d,primary,MT,2022.0,QA,2022.0
E_386bba5a5d,primary,QA,2022.0,QA,2022.0
E_386bba5a5d,primary,SA,2022.0,QA,2022.0
E_386bba5a5d,primary,SUM,2022.0,QA,2022.0
E_388053b7c0,ensuring,DIA,2022.0,DIA,2022.0
E_388053b7c0,ensuring,SA,2023.0,DIA,2022.0
E_388053b7c0,ensuring,SUM,2023.0,DIA,2022.0
E_388053b7c0,ensuring,MT,2024.0,DIA,2022.0
E_38f125cea2,other baselines,SUM,2013.0,SUM,2013.0
E_38f125cea2,other baselines,SA,2018.0,SUM,2013.0
E_38f125cea2,other baselines,DIA,2019.0,SUM,2013.0
E_38f125cea2,other baselines,MT,2019.0,SUM,2013.0
E_38f125cea2,other baselines,QA,2019.0,SUM,2013.0
E_39524aa473,training data,MT,2011.0,MT,2011.0
E_39524aa473,training data,SUM,2012.0,MT,2011.0
E_39524aa473,training data,DIA,2013.0,MT,2011.0
E_39524aa473,training data,SA,2013.0,MT,2011.0
E_39524aa473,training data,QA,2016.0,MT,2011.0
E_39cfe6c08f,target words,MT,2011.0,MT,2011.0
E_39cfe6c08f,target words,SUM,2019.0,MT,2011.0
E_39f7b9b748,regulatory,DIA,2022.0,DIA,2022.0
E_39f7b9b748,regulatory,MT,2022.0,DIA,2022.0
E_39f7b9b748,regulatory,QA,2022.0,DIA,2022.0
E_39f7b9b748,regulatory,SA,2022.0,DIA,2022.0
E_39f7b9b748,regulatory,SUM,2023.0,DIA,2022.0
E_3a45f3eceb,abstracts,MT,2012.0,MT,2012.0
E_3a45f3eceb,abstracts,QA,2013.0,MT,2012.0
E_3a45f3eceb,abstracts,DIA,2023.0,MT,2012.0
E_3a45f3eceb,abstracts,SA,2023.0,MT,2012.0
E_3a45f3eceb,abstracts,SUM,2023.0,MT,2012.0
E_3a6713def8,consistent,MT,2010.0,MT,2010.0
E_3a6713def8,consistent,SA,2010.0,MT,2010.0
E_3a6713def8,consistent,DIA,2011.0,MT,2010.0
E_3a6713def8,consistent,QA,2019.0,MT,2010.0
E_3a749f8e94,momentum,MT,2014.0,MT,2014.0
E_3a749f8e94,momentum,DIA,2016.0,MT,2014.0
E_3a749f8e94,momentum,QA,2016.0,MT,2014.0
E_3a749f8e94,momentum,SA,2016.0,MT,2014.0
E_3a749f8e94,momentum,SUM,2020.0,MT,2014.0
E_3a95f35e0b,our models,SA,2011.0,SA,2011.0
E_3a95f35e0b,our models,MT,2013.0,SA,2011.0
E_3a95f35e0b,our models,SUM,2013.0,SA,2011.0
E_3a95f35e0b,our models,DIA,2014.0,SA,2011.0
E_3a95f35e0b,our models,QA,2016.0,SA,2011.0
E_3ab49a5de3,multi-head attention,MT,2018.0,MT,2018.0
E_3ab49a5de3,multi-head attention,QA,2019.0,MT,2018.0
E_3ab49a5de3,multi-head attention,SUM,2019.0,MT,2018.0
E_3ab49a5de3,multi-head attention,DIA,2020.0,MT,2018.0
E_3ab49a5de3,multi-head attention,SA,2020.0,MT,2018.0
E_3ac08b2684,relationship,MT,2012.0,MT,2012.0
E_3ac08b2684,relationship,DIA,2019.0,MT,2012.0
E_3ac08b2684,relationship,QA,2019.0,MT,2012.0
E_3ac08b2684,relationship,SA,2019.0,MT,2012.0
E_3ac08b2684,relationship,SUM,2022.0,MT,2012.0
E_3ad312362d,correlation,MT,2010.0,MT,2010.0
E_3ad312362d,correlation,QA,2010.0,MT,2010.0
E_3ad312362d,correlation,SUM,2015.0,MT,2010.0
E_3ad312362d,correlation,SA,2017.0,MT,2010.0
E_3ad312362d,correlation,DIA,2019.0,MT,2010.0
E_3af869abd8,is not included,DIA,2022.0,DIA,2022.0
E_3af869abd8,is not included,MT,2022.0,DIA,2022.0
E_3af869abd8,is not included,QA,2022.0,DIA,2022.0
E_3af869abd8,is not included,SA,2022.0,DIA,2022.0
E_3af869abd8,is not included,SUM,2022.0,DIA,2022.0
E_3bbfdace1e,environmental,DIA,2022.0,SA,2022.0
E_3bbfdace1e,environmental,MT,2022.0,SA,2022.0
E_3bbfdace1e,environmental,QA,2022.0,SA,2022.0
E_3bbfdace1e,environmental,SA,2022.0,SA,2022.0
E_3bbfdace1e,environmental,SUM,2022.0,SA,2022.0
E_3cf2521eaa,interpretable,DIA,2022.0,DIA,2022.0
E_3cf2521eaa,interpretable,MT,2022.0,DIA,2022.0
E_3cf2521eaa,interpretable,QA,2022.0,DIA,2022.0
E_3cf2521eaa,interpretable,SA,2022.0,DIA,2022.0
E_3cf2521eaa,interpretable,SUM,2022.0,DIA,2022.0
E_3d3eb2e5c4,learning rate,MT,2013.0,MT,2013.0
E_3d3eb2e5c4,learning rate,DIA,2014.0,MT,2013.0
E_3d3eb2e5c4,learning rate,QA,2014.0,MT,2013.0
E_3d3eb2e5c4,learning rate,SA,2015.0,MT,2013.0
E_3d3eb2e5c4,learning rate,SUM,2017.0,MT,2013.0
E_3d43221a37,both methods,QA,2011.0,QA,2011.0
E_3d43221a37,both methods,MT,2017.0,QA,2011.0
E_3d43221a37,both methods,SA,2017.0,QA,2011.0
E_3d43221a37,both methods,DIA,2018.0,QA,2011.0
E_3d53f74c0e,: the authors,DIA,2022.0,SUM,2022.0
E_3d53f74c0e,: the authors,MT,2022.0,SUM,2022.0
E_3d53f74c0e,: the authors,QA,2022.0,SUM,2022.0
E_3d53f74c0e,: the authors,SUM,2022.0,SUM,2022.0
E_3db1a73a24,united,DIA,2022.0,DIA,2022.0
E_3db1a73a24,united,MT,2022.0,DIA,2022.0
E_3db1a73a24,united,QA,2022.0,DIA,2022.0
E_3db1a73a24,united,SA,2022.0,DIA,2022.0
E_3db1a73a24,united,SUM,2022.0,DIA,2022.0
E_3e83b7e2ca,psychological,QA,2022.0,QA,2022.0
E_3e83b7e2ca,psychological,SA,2022.0,QA,2022.0
