paper_id,year,semantic_knn,structural_novelty,triple_count,cited_by_count,reference_count,citation_signal,struct_norm,semantic_norm,citation_norm,composite_novelty,n_triples,mean_dist,min_dist,pct_unseen_entity,pct_unseen_pred,transe_unexpectedness,n_citations,mean_link_prob,tgn_unexpectedness,kg_unexpectedness,disruptiveness,disruption_class,rank
NOVEL_MT_W3163465952,2022,0.9273660778999328,0.9948717948717948,195.0,720,126,6.580639137284949,0.9948717938769228,0.8308972951588157,0.7077908133570227,0.8513815467222579,195.0,1.6730958,1.1713874,0.0,0.0,0.1557751,126.0,0.2999999999999998,1.0,0.577887549996376,0.9241439948983613,DISRUPTIVE,49
NOVEL_MT_305,2021,0.9857831001281738,0.7857142857142857,98.0,67,34,4.219507705176107,0.7857142849285713,0.9669009150370046,0.453835672843931,0.8793570647960105,98.0,2.2069485,1.4985188,0.0,0.0,0.69316214,2.0,0.7585663706064224,0.32715753542753534,0.5101598393289868,0.9231856459751031,DISRUPTIVE,50
NOVEL_SA_69,2021,0.9857831001281738,0.7857142857142857,98.0,67,34,4.219507705176107,0.7857142849285713,0.9669009150370046,0.453835672843931,0.8793570647960105,98.0,2.2055209,1.4926568,0.0,0.0,0.691725,2.0,0.7585663706064224,0.32715753542753534,0.5094412755338971,0.9229047427217286,DISRUPTIVE,51
NOVEL_MT_198,2021,0.9901374578475952,0.6973684210526315,228.0,13,32,2.6390573296152584,0.697368420355263,0.9770385151661592,0.283847889977881,0.851785433685152,228.0,2.1054914,1.4608041,0.0,0.0,0.59103334,6.0,0.6043105135361352,0.5534931276094367,0.572263233554932,0.9223137263111777,DISRUPTIVE,52
NOVEL_MT_295,2021,0.990475058555603,0.6575342465753424,146.0,24,55,3.218875824868201,0.6575342459178082,0.9778245004254404,0.3462111643943907,0.8506051159208091,146.0,2.0606205,1.4577277,0.0,0.0,0.5458654,13.0,0.5707622234637919,0.6027176578439948,0.5742915371853946,0.922030005534432,DISRUPTIVE,53
NOVEL_MT_139,2021,0.9878031611442566,0.6789473684210526,190.0,55,69,4.02535169073515,0.6789473677421052,0.9716039211143882,0.4329529226258389,0.8592075105910767,190.0,2.052594,1.4420573,0.0,0.0,0.53778565,11.0,0.5933204287832434,0.5696185920677596,0.5537021206836905,0.9218278348079613,DISRUPTIVE,54
NOVEL_SUM_45,2021,0.9840998649597168,0.7819148936170213,188.0,27,43,3.332204510175204,0.7819148928351063,0.9629820902273114,0.3584004063018599,0.8663104823563252,188.0,2.2412865,1.484058,0.0,0.0,0.7277275,2.0,0.7474562138319015,0.3434591784286769,0.535593325605406,0.9212276917527037,DISRUPTIVE,55
NOVEL_DIA_W4386072877,2023,0.9379662275314332,0.7478991596638656,119.0,326,50,5.7899601708972535,0.7478991589159664,0.8555760388904254,0.6227481150645385,0.8107578705129449,119.0,1.8426541,1.3810487,0.0,0.0,0.32645595,50.0,0.30000000000000004,0.9999999999999997,0.6632279753684995,0.9204504929718672,DISRUPTIVE,56
NOVEL_MT_224,2021,0.9855804443359376,0.7014925373134329,134.0,27,61,3.332204510175204,0.7014925366119402,0.9664291018517018,0.3584004063018599,0.8526389192487652,134.0,2.01783,1.4105462,0.0,0.0,0.50279146,16.0,0.5576882123947143,0.6219008129845096,0.5623461386566377,0.9192154142764336,DISRUPTIVE,57
NOVEL_SA_60,2021,0.9896837472915648,0.6282051282051282,234.0,169,53,5.135798437050262,0.628205127576923,0.975982208705416,0.5523887387171476,0.8640674454808904,234.0,1.9727893,1.4365842,0.0,0.0,0.45745265,9.0,0.5635496881273058,0.613300422657733,0.5353765387481475,0.9190969494200553,DISRUPTIVE,58
