paper_id,year,semantic_novelty,structural_novelty,triple_count,cited_by_count,reference_count,citation_signal,struct_norm,semantic_norm,citation_norm,composite_novelty
SKG_PAR_14,2011,0.0810891985893249,0.9642857142857144,28.0,28,35,3.367295829986474,0.9642857133214287,0.08108930805092633,0.372214903742496,0.5518000702553345
SKG_MT_1132,2011,0.1582053303718567,0.8181818181818182,22.0,17,14,2.8903717578961645,0.8181818173636364,0.15820543056338382,0.3194965634040153,0.5043227372475733
SKG_PAR_89,2011,0.0779096484184265,1.0,2.0,6,17,1.9459101490553132,0.9999999989999999,0.07790975826223935,0.2150974536814245,0.5526736481730381
SKG_MT_1003,2011,0.0673406720161438,0.875,56.0,6,9,1.9459101490553132,0.8749999991249999,0.06734078313044564,0.2150974536814245,0.48594605818282066
SKG_MT_712,2011,0.0644801259040832,0.8313253012048193,83.0,15,35,2.772588722239781,0.831325300373494,0.06448023736224921,0.30647703571983326,0.47210244870363
SKG_SUM_130,2011,0.0881215929985046,0.8333333333333334,24.0,22,10,3.1354942159291497,0.8333333325,0.088121701614747,0.34659196479684096,0.48657454337558287
SKG_SUM_110,2011,0.0987774729728698,0.0,52.0,9,27,2.302585092994046,0.0,0.0987775803081766,0.25452366884887795,0.06496339900815844
SKG_QA_219,2012,0.2247680425643921,0.9016393442622952,61.0,15,27,2.772588722239781,0.9016393433606558,0.22476813475446383,0.30647703571983326,0.5713746291540968
SKG_QA_203,2012,0.081044316291809,0.819672131147541,61.0,8,12,2.1972245773362196,0.8196721303278688,0.0810444257588057,0.24287730447405703,0.4665415659148624
SKG_MT_1421,2012,0.0638030171394348,0.9175257731958762,97.0,24,28,3.2188758248682006,0.9175257722783504,0.06380312867899558,0.35580881983783924,0.5198650195945573
SKG_MT_7,2012,0.0465515255928039,0.9020618556701032,194.0,22,26,3.1354942159291497,0.9020618547680412,0.04655163920615397,0.34659196479684096,0.5043107795461663
SKG_MT_832,2012,0.0646654367446899,0.8571428571428571,70.0,25,30,3.258096538021482,0.8571428562857142,0.06466554818057985,0.3601442078489126,0.4904520681999803
